0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1944,72280730,ACT,449900,,02/12/2018,,,7,,645 Broadway,Chelsea,MA,2150,,4,2,1536,98,0.04,Stefanie Willie Bonglo,Keller Williams Realty,(603) 912-5470,Schedule with ShowingTime or call 888-627-2775,"**GROUP SHOWING TUESDAY 2/20 5:00-6:15 PM!!**  Two family home in Chelsea, centrally located, perfect for commuters! Both units offer 2 bedrooms and 1 full bath. Top unit features an open concept kitchen/living room. Kitchen with newer cabinets and granite countertops, updated bathroom, and HW floors throughout. First floor unit in need of minor cosmetic updating. Wonderful scenario to live in one unit and rent out the other.   Plans are in place for the silver line to come to Chelsea. Commuter station also being updated per city,  and is w/in 1 mile of home. Walking distance to schools and public transportation. Currents rents below market value. Showings begin 2/17/18 at open house from 12-2.",,,0,,,,,,,MF,Broadway,645,645,http://media.mlspin.com/photo.aspx?mls=72280730
1945,72280748,ACT,1100000,,2/13/2018,,,6,,1159-1175 Worchester,Springfield,MA,1151,,18,13.5,12525,31,18600,Russell J. Sabadosa,"Premier Choice Realty, Inc.",(413) 537-0973,Schedule with ShowingTime or call 888-627-2775,Rare 9 unit built 1987. Very well maintained and very low maintenance.  Lead free units with 1 car under garages and laundry on lower level.  Tile floors and wall to wall carpet. Tenants pay all utilities with gas heat forced air and gas hot water.,,,9,,,,,,,MF,Worchester,11591175,1159-1175,http://media.mlspin.com/photo.aspx?mls=72280748
1946,72280750,ACT,899000,,2/13/2018,,,6,,53 Malden St,Malden,MA,2148,,6,4,2586,118,3250,Xirong Zhao,"NextGen Realty, Inc.",(617) 208-2100,Call List Agent,"New 3 Family House for sell. Great Location near Malden Center Station and opportunity for investors or owner occupancy. Schools, parks,  supermarket,bank just around. New Kicthen, New Bathroom and New Centerl AC for each unit. Sprinkler system, Monitoring system, Extra attic space. OPEN HOUSE FRIDAY(16th 12-1), SATURDAY(17th 12-1:30) AND SUNDAY(18th 12-1:30) THIS WEEK.",,,0,,,,,Malden High,,MF,Malden St,53,53,http://media.mlspin.com/photo.aspx?mls=72280750
1947,72280761,ACT,319900,,02/12/2018,,,7,,95 Maplewood Avenue,Marlborough,MA,1752,,4,2,1800,108,13227,Joyce Torelli,ERA Key Realty Services - Distinctive Group,(508) 303-3434,Schedule with ShowingTime or call 888-627-2775,"Updated, INVESTOR FRIENDLY or OWNER OCCUPIED!  Immense Fenced Back Yard, & 2 Driveways!  Light & bright. Nice side str. neighborhood. Gas Heat.  1ST.FLR.: French style doors to Lovely Hardwood floored Liv.Rm. Cheerful European style Eat-in Kitchen w/Electric Range & Refrigerator, 1 Bathroom, 3Bedrooms-3rd. BedRm.in large Finished Walk-Out lower level & Office!  Wash/Dryer belong to Tenant of 1st.Flr..  2ND FLR.: White Kitchen w/Gas Range, Ceil.Fan, a small Den, Large Liv.room, 1 bedroom, 1 Bathroom - no w/dryer hookups, Private Left Side Entry & Driveway, & uses Common front enclosed Porch if icy weather/is 2nd.egress.  UPDATES: Thermopane Windows, Architectural Roof @ 2003-4, Hot Water Tank@2013, Exterior Painted 2016. Walk to downtown/quick access to major routes. Many amenities: APEX Entertainment Ctr., 24Hr.Grocery/Drug, AMSA Charter, Mall, Memorial Beach-boats/swim/recreation.T-station-Southb. SUBMIT OFFERS on/or before TUE.5pm.2/20. Disclosure below.",,,0,,,,WhitcombUnionSt,Marlb.High,,MF,Maplewood Avenue,95,95,http://media.mlspin.com/photo.aspx?mls=72280761
1948,72280817,ACT,199000,,2/13/2018,,,6,,43 Harlem St,Worcester,MA,1610,,9,3,4026,104,4262,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,Schedule with ShowingTime or call 888-627-2775,"**SHORT SALE**SOLD AS-IS**PRICE NOT YET APPROVED BY LENDER**PROFESSIONALLY NEGOTIATED BY THIRD PARTY** Subject to short sale negotiation fee of $5,000 paid at closing by buyer. Smoke certificate and final water bill is buyer's responsibility **ALL OFFERS MUST HAVE SIGNED DISCLOSURE ATTACHED TO THIS LISTING**",,,0,,,,,,,MF,Harlem St,43,43,http://media.mlspin.com/photo.aspx?mls=72280817
1949,72280825,ACT,349900,,2/13/2018,,,6,,20 Lanes Ave,Taunton,MA,2780,,7,3,2149,143,14810,Robert Simmons,Premier Properties,(508) 822-7444,Call List Agent,"Meticulous 3 family with gleaming hardwood floors, freshly pained, new roof, separate utilities, large lot on dead end street in well maintained area. Home also features large detached garage and private level backyard. Perfect for the owner occupied or investor who is looking for the move in ready property.    ****  FIRST SHOWING - OPEN HOUSE  SUNDAY  02/18      12-2PM  ****",,,1,,,,,,,MF,Lanes Ave,20,20,http://media.mlspin.com/photo.aspx?mls=72280825
1950,72280841,ACT,599000,,2/13/2018,,,6,,1465 Blue Hill Ave,Boston,MA,2126,Mattapan,9,3,3648,113,4202,Brian Gagnon,Coldwell Banker Residential Brokerage - Milton - Adams St.,(617) 696-4430,"Call List Agent, Lock Box, Schedule with ShowingTime or call 888-627-2775","Hot Investment Opportunity. Keep adding to your portfolio, get started or this could be an owner occupant type property.  This great 3 family features 9+ bedrooms, 3 full baths and porches. Great access to downtown Boston by car or bus. Less than half a mile Commuter Rail station. Close to Mass Audubon's Boston Nature Center, Franklin Park, Zoo, William J. Devine Golf Course, Forest Hills Cemetery, local shops, and restaurants. Units 1 & 3 are occupied with tenants. Unit 2 is vacant and will be the only unit delivered vacant. This property is being SOLD AS-IS. No access to Units 1 & 3 at this time.",,,0,,,,,,,MF,Blue Hill Ave,1465,1465,http://media.mlspin.com/photo.aspx?mls=72280841
1951,72280848,ACT,550000,,02/12/2018,,,7,,51-53 Mary Ln,Bridgewater,MA,2324,,6,3.5,3675,39,25570,Clara Mannell,"Coco, Early & Associates The Olivares and Molina Division",(978) 374-8484,"Call List Agent, Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Fabulous move in ready this 2 units on 0.59acre lot. waiting for you to enjoy worry free ownership. Owners' Unit with 4 nice sized bedrooms, 2 full baths, fresh paint, NEW ROOF!, Newly updated kitchen features hardwood flooring, designer self-closing cabinets, new  stainless steel appliances. , luxurious Quartz counter-tops and marble backsplash, center island, new lighting and new electrical throughout. Off the kitchen a door leads out to a deck great for morning coffee and gatherings over looking the amazing level fenced lot, are sure to be the heartbeat of the home in the summer months for residents and guests alike. Sizable rooms with new carpeted bedrooms and living rooms, fireplaces on each level of the main house. Fully finished lower level with 1bed, full bath, all new ceilings and Electrical. Lower level Kitchen with Electric stove, hook ups for Refrigerator and washer/dryer hook ups. Gorgeous side U#51 attached apartment with spacious 2 BRs.1.5 baths & laundry room.(TAW~$1700",,,0,,,,,,,MF,Mary Ln,5153,51-53,http://media.mlspin.com/photo.aspx?mls=72280848
1952,72280854,ACT,149000,,2/13/2018,,,6,,51 Richmond St,Gardner,MA,1440,,5,3,3185,118,3147,James D.  Linfield,Capital Market Team,(800) 998-6568,Other (See Special Showing Instructions),"Multi-family with 3 two Bedroom one Bathroom units. Tenants responsible for own Heat, Hot Water, Lights, and Cooking. Repair and Maintenance are estimated. Electricity is for common area. Fully Occupied.",,,0,,,,,,,MF,Richmond St,51,51,http://media.mlspin.com/photo.aspx?mls=72280854
1953,72280855,ACT,229000,,2/13/2018,,,6,,7-11 Glazier St,Gardner,MA,1440,,9,5,6280,138,8740,James D.  Linfield,Capital Market Team,(800) 998-6568,Other (See Special Showing Instructions),"Multi-Family with 2 Bedrooms and 3 Three Bedroom one bathroom units. Separate Utilities.Tenants are responsible for their own Heat, Lights, Cooking and Hot Water. Email for the marketing brochure",,,0,,,,,,,MF,Glazier St,711,07-Nov,http://media.mlspin.com/photo.aspx?mls=72280855
1954,72280892,ACT,424900,,2/13/2018,,,6,,82-84 Ashland Ave,Methuen,MA,1844,,6,3,2472,103,6525,Linda Kody,"Kody & Company, Inc.",(978) 686-1954,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","Opportunity to own multi family home in convenient Methuen location.   First floor unit is 2 bedrooms, 1 bath with pantry and some paneling.  Second floor unit is townhouse style with 3-4 bedrooms, 2 full baths and very flexible floor plan.  Nice yard, garage and paved driveway for parking.  Perfect chance to own and have help making the mortgage payment.  This is a HomePath property.",,,1,,,,,,,MF,Ashland Ave,8284,82-84,http://media.mlspin.com/photo.aspx?mls=72280892
1955,72280894,ACT,119000,,2/13/2018,,,6,,7 Limerick St,Gardner,MA,1440,,3,3,2322,118,3950,James D.  Linfield,Capital Market Team,(800) 998-6568,Other (See Special Showing Instructions),"Three Family with 1 one bedroom and 2 two bedrooms one bathroom units. Separate utilities. Tenants responsible for their own Heat, Hot water Lights, and Cooking.",,,0,,,,,,,MF,Limerick St,7,7,http://media.mlspin.com/photo.aspx?mls=72280894
1956,72280958,ACT,724900,,2/13/2018,,,6,,6 Leyden Ave,Medford,MA,2155,,4,3,2350,108,2485,Rose Lambias,Century 21 Commonwealth,(617) 666-2121,Schedule with ShowingTime or call 888-627-2775,"This well maintained Home, is tucked away deep in So.Medford, close to the Somerville line. U:1 Offers 5 Rms 1 Bed 1 Bath. The large Living Rm offers plenty of gathering space for family/friends. The Bed Rm is off the eat-in Kitchen and has housed a king-sz bed in the past.  Off the Kitchen is a Dining/Bar Area with sliding glass doors leading to your deck. U:2 Offers 7 Rms 3 Bed 2 Bath. The living rm allows for a sm dining rm table, giving the space that open concept feel, making it perfect to entertain family and friends. Bed rm #1 is off the eat-in kitchen, & connects to bonus space for home office or whatever you can imagine. 1st full bath & in-unit laundry are on this level.  Back & front stairs lead to the 2nd fl where 3 finished rms await your creativity to transform them into multiple bed rms or a master w/bath.This home has potential for every buyer! Easy Access to Boston by car or catch the 101 on Main St./Sullivan Sta. 20min walk to Lowell or Ball Sq proposed Green Line ext.",,,0,,,Columbus,McGlynn Middle,Medford High,,MF,Leyden Ave,6,6,http://media.mlspin.com/photo.aspx?mls=72280958
1957,72280967,CTG,179000,,2/13/2018,,,6,3,139 Maxfield,New Bedford,MA,2740,,3,2,1757,183,2543,James Higgins,Higgins Real Estate,(508) 951-7580,Call List Agent,Clean 2 family with hisotical charm. Hardwoods floors throught. Cute 1st floor unit is rented so you can move right in to the owners unit and enjoy 2 decks! Spcious master bedroom on the 3rd floor has a large walk in closet and a private deck!,,,0,,,,,,,MF,Maxfield,139,139,http://media.mlspin.com/photo.aspx?mls=72280967
1958,72280983,ACT,169000,,2/13/2018,,,6,,91-93 Merrimac,New Bedford,MA,2740,,6,3,3974,137,6044,James Higgins,Higgins Real Estate,(508) 951-7580,Call List Agent,Large 3 family fully occupied with below market rents. 2 bedrrom units with separate utilities. The numbers work on this one!,,,0,,,,,,,MF,Merrimac,9193,91-93,http://media.mlspin.com/photo.aspx?mls=72280983
1959,72281034,ACT,500000,,1/25/2018,,,25,,120 Bremen St,Boston,MA,2128,,6,3,2202,108,1600,Paul Coleman,Coleman Real Estate,(781) 205-4888,--,"Property is being sold as-is, as-shown as an estate sale.  Property is in a dangerous condition and is uninhabitable.  Sale subject to obtaining a license to sell and a right of first refusal.  DUE TO DANGEROUS CONDITION, ONLY SHOWING WILL BE GROUP SHOWING ON SUNDAY February 18th 12-2pm.",,,0,,,,,,,MF,Bremen St,120,120,http://media.mlspin.com/photo.aspx?mls=72281034
1960,72281076,ACT,214500,,2/13/2018,,,6,,73 Winthrop Street,Brockton,MA,2301,,4,2,2479,118,0,Erik Mckenzie,Mass Realty Advisors,(617) 469-3360,"Call List Agent, Appointment Required, Other (See Special Showing Instructions)","LOCATED in  the great CITY OF CHAMPIONS !!!. A must see!!Large 2 Family with Unit 2 that has 2 levels of living. Looking for an investment property?Don't miss this opportunity to own a little piece of happiness. This home could go a long way with your updates and finishing touches.  Contractor Special- This home has Tons of potential Conveniently located close to the library, shopping, Rte 123 & 28, commuter rail, and schools.Caution should be exercised by brokers and their clients during any entry and inspection of the premises."" Property sold in ""AS IS"" condition with no warranties, guarantees or representations either expressed or implied by agent or broker .-ALL REASONABLE OFFERS CONSIDERED. Call listing broker for details  - BROKERS WELCOME !!!seller will not consider any offers until home has been listed for 5 business days! Contractor Special- DO NOT WALK AROUND PROPERTY WITHOUT APPOINTMENT !! .",,,1,,,,,,,MF,Winthrop Street,73,73,http://media.mlspin.com/photo.aspx?mls=72281076
1961,72281084,ACT,399000,,2/13/2018,,,6,,58 Beaver Street,Salem,MA,1970,,5,3,2530,218,7040,Pam McKee Team,Keller Williams Realty,(978) 927-8700,Accompanied Showings,"Contractors take notice! Finish off the first floor unit and you'll have a great 2-family home in historic Salem. The first floor has been gutted to the studs - 4 rooms with a large bath with rough plumbing in place. Upstairs is a renovated & de-leaded 6 room townhouse offering 3 bedrooms and 2 full baths, stainless appliances, hardwood floors, replacement windows, jaccuzzi tub and in-unit laundry! Separate utilities include recent gas boilers, gas water heaters and 3 CB panels with newer wiring. Young roof and vinyl siding are bonuses. The oversized lot offers plenty of parking and room for separate yards or possibly a garage. Quiet street yet easy access to train, shopping and commuter routes. This is a CASH only sale and is being shown in group showings only.",,,0,,,,,,,MF,Beaver Street,58,58,http://media.mlspin.com/photo.aspx?mls=72281084
1962,72281107,ACT,1500000,,2/13/2018,,,6,,43 Church Street,Westborough,MA,1581,,4,3.5,5500,163,33499,Shauna Oliveri,Keller Williams Realty Westborough,(508) 871-7141,Schedule with ShowingTime or call 888-627-2775,"Originally Built in 1849 this Italianette classic 2 family residence has been fully restored by the current owners. Completely brand new from the studs in with an exterior restored to the period by legendary local artisan. A control 4 Automated Smart House with custom made gourmet kitchen, vanities, and built ins, radon remediation system, an energy recovery ventilator, radiant heat throughout. New sewer and water lines, oil heat was converted to natural gas, new underground 400 AMP electrical service. Centrally located 4 stop elevator within the main house.  Recently installed  swim/exercise/hot tub.The 30x30 barn has a full basement, a two car garage heated with radiant heat, with a spacious studio work space above. The house has an in law apartment ($1300/mo currently) with walk through design and fully moderized. Other features are spaces reserved for the darkroom and media room.Current projects include a basement wine cellar and curved stairs into the cupola, finished for closing.",,,2,,,Armstrong,Mill/Gibbons,WHS,,MF,Church Street,43,43,http://media.mlspin.com/photo.aspx?mls=72281107
1963,72281116,ACT,549900,,2/13/2018,,,6,,181 Marianna Street,Lynn,MA,1902,,5,2,2636,89,5910,Paula Pickett,Coldwell Banker Residential Brokerage - Marblehead,(781) 631-9511,Call List Agent,"Well maintained 2 family with beautiful period detail. This home has been lovingly cared for. Hardwood flooring, original moldings and doors.   Walk up attic allows for expansion possibilities. 2 Car garage. Close proximity to local beaches, commuter rail and bus line.   First showing at Open House on Saturday February 17 from 12:00 - 1:00",,,2,,,,,,,MF,Marianna Street,181,181,http://media.mlspin.com/photo.aspx?mls=72281116
1964,72281120,ACT,350000,,2/13/2018,,,6,,9-15 Morris,Springfield,MA,1105,So End Central,10,6,5362,115,6530,Team Tanya Vital-Basile,"Real Living Realty Professionals, LLC",(413) 596-6711,Schedule with ShowingTime or call 888-627-2775,"WOW!! THIS IS PACKAGE DEAL PRICE ONLY!!! Great two family investment opportunity close to the soon-to-be-casino & Dunkin' Donuts, sold WITH 4 family next door! New roof, siding and windows! This is an investors dream. Great rent roll!!",,,0,,,,,,,MF,Morris,915,Sep-15,http://media.mlspin.com/photo.aspx?mls=72281120
1965,72281145,ACT,159999,,2/13/2018,,,6,,1345-1347 Worcester St,Springfield,MA,1151,,4,3,2250,86,9653,Tony Bernardes,The Property Shop Real Estate,(413) 583-3663,"Call List Agent, Appointment Required","This diamond in the rough 2 family in Indian Orchard with a little TLC is a smart investment. Both units are equipped with 5 rooms, living room, dining room, 2 bedrooms and 1 bath. Featuring hardwood floors, gas heat and partially finished basement with bath. Newer vinyl siding, vinyl windows, spacious yard and bonus 4 car garage for extra income. Centrally located near all amenities including, shopping, schools, parks and Interstate 291 & Mass Pike.",,,4,,,,,,,MF,Worcester St,13451347,1345-1347,http://media.mlspin.com/photo.aspx?mls=72281145
1966,72281153,ACT,159999,,2/13/2018,,,6,,37 Beauregard St,Springfield,MA,1151,,4,2,1824,98,5502,Tony Bernardes,The Property Shop Real Estate,(413) 583-3663,"Call List Agent, Appointment Required","This well appointed two family is perfect for an owner occupied or investment property. Both units feature 4 rooms, 2 bedrooms, 1 bath, gas heat on first floor & electric on 2nd floor. Recent updates include, a new roof, new siding, new vinyl windows, new electrical service and 100 amp panels and sidewalks. Featuring hardwood floors, spacious yard & one car garage. Centrally located and easy commuting to Mass Pike and Interstate 291. Make an appointment to see this great deal in Indian Orchard!",,,1,,,,,,,MF,Beauregard St,37,37,http://media.mlspin.com/photo.aspx?mls=72281153
1967,72281157,ACT,650000,,2/13/2018,,,6,,53 Greenbrier St,Boston,MA,2124,Dorchester's Fields Corner,5,3,3711,113,3300,Barbara Burgess,Burgess Realty Group LLC,(617) 288-2222,"Call List Office, Call List Agent","GROUP SHOWING SATURDAY, FEBRUARY 17, 2018 AT 2:30 PM.  Great opportunity to own a solid multi-family in Dorchester!  Close to Fields Corner T Station. Property is assessed as a 3 family and is being used as a three family.  Buyer to perform all due diligence as it relates to zoning, interior room count and square footage.",,,0,,,,,,,MF,Greenbrier St,53,53,http://media.mlspin.com/photo.aspx?mls=72281157
1968,72281158,CTG,419000,,2/13/2018,,,6,3,28-30 Green St.,Woburn,MA,1801,,4,2,2144,168,4600,Kathy Devine,ERA Key Realty Services,(781) 938-1848,Schedule with ShowingTime or call 888-627-2775,"This property is waiting for someone to update, rehab or convert.  Originally oil heat, now two gas heating systems. Separate 100 amp electric systems. Some double pane windows.  Newer vinyl siding and roof.  Spacious units, with traditional layout.  Location is convenient to all amenities, including shopping, public transportation, restaurants. etc.",,,0,,,,,,,MF,Green St.,2830,28-30,http://media.mlspin.com/photo.aspx?mls=72281158
1969,72281169,ACT,379900,,2/13/2018,,,6,,68 Deanville Rd,Attleboro,MA,2703,,5,2,2644,98,42645,Trish Bergevine,Berkshire Hathaway HomeServices Page Realty,(508) 384-3435,Schedule with ShowingTime or call 888-627-2775,"WOW!!! This truly is the nicest two family on the market!!!  First floor  includes a beautiful four season sun room with new carpet w/access from the driveway and the side yard.  Spacious kitchen with island,  updated cabinets and new skylight.  The kitchen is open to both the dining room w/pellet stove and pretty new picture window. Also open to  the living room with lovely  archways and shelving.  Updated bathroom and three spacious bedrooms w/loads of closets.   Second floor apartment has an updated kitchen, w/new backsplash and appliances, updated bath and two spacious bedrooms and large living room. Updates include, heating, windows, roof and  Grand sized two car  garage w/ large storage space above or your new man/women cave.  All this and above ground pool w/amazing outdoor entertainment space that includes a Tiki bar and outdoor t.v.  Truly vacation in your own backyard!! Stay tuned for beautiful outdoor photos!! SELLER WILL ENTERTAIN OFFERS BETWEEN $379,000 - $419,9",,,2,,,,,,,MF,Deanville Rd,68,68,http://media.mlspin.com/photo.aspx?mls=72281169
1970,72281188,ACT,890000,,2/13/2018,,,6,,18-20 Summer,Amesbury,MA,1913,,6,6,3785,118,10890,Cathy Toomey,"Stone Ridge Properties, Inc.",(978) 388-0880,Call List Agent,This property has seen extensive renovations over the last two years. With its close proximity to downtown Amesbury and the ample off street parking there is rarely a vacancy.  All six units are one bedroom units with separate gas and electric.  Newer roof and windows,,,0,,,,,,,MF,Summer,1820,18-20,http://media.mlspin.com/photo.aspx?mls=72281188
1971,72281197,ACT,715000,,2/13/2018,,,6,,419-421 Granite St,Quincy,MA,2169,,6,4,2880,118,11761,Arian Simaku,"Simaku Realty, LLC",(857) 753-5683,Other (See Special Showing Instructions),"Rare Opportunity to own this side by side duplex in a fantastic commuting location in Quincy.  Only 1 mile to Quincy Adams and 1.5 miles to Quincy Center. Easy to walk or ride. Bus stop right in the corner.  Elem. & middle school are steps away from the house. The new driveway & deck were installed in 2016. The gas forced air furnace in one of the units is less than 5 yrs old & on another one less than 6 yrs. old, newer water tanks on both units.Unit 1 has featured three bedrooms, 2 full baths and an updated kitchen with oak cabinets, stainless steel appliances, and recessed lighting. Unit 2 features three-bed two full baths with a great size tile kitchen.Unit 1 has a potential in-law apartment. Hardwood floor throughout the house. Great size deck overlooking a gorgeous piece of land that is fenced. Up to 6 parking spaces at the back of the house. An ideal property for the extended family looking to live together or the investor looking for a great multi-family at a great price!",,,0,,,,,Quincy,,MF,Granite St,419421,419-421,http://media.mlspin.com/photo.aspx?mls=72281197
1972,72281201,ACT,300000,,2/13/2018,,,6,,9 Beacon St,Attleboro,MA,2703,,5,2,1872,118,11631,David Reid,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,"Lock Box, Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","INCREDIBLE opportunity for INVESTOR or OWNER/OCCUPANT to have your MORTGAGE PAID FOR by others! 2 Family property was completely renovated in 2004 - new roof, new windows, new fire escape, new flooring, all with updated electric and plumbing. New boiler for first floor was just replaced (2018). One of the garages was rebuilt in 2017.   2 separate garages, each with 3 individual bays, provide additional rental income (all currently rented). First floor unit has 3 Bedrooms, is currently vacant, and has been recently repainted. Second floor unit has 2 Bedrooms (plus extra room that could be used as a bedroom) and is currently rented (tenancy at will). Large yard is partially fenced and is great for fun, play, and socializing. Each unit has separate heat, electric, and hot water - paid for by tenants. First showing will be at OPEN HOUSE on Saturday, 2/17, from 11-1.",,,6,,,,,,,MF,Beacon St,9,9,http://media.mlspin.com/photo.aspx?mls=72281201
1973,72281223,ACT,719900,,2/14/2018,,,5,,83 - 85 Alpine Pl,Franklin,MA,2038,,6,4.5,3242,0,10866,Vladimir Frenkel,eXp Realty,(888) 854-7493,Call List Agent,"Exceptional opportunity to own a RESIDENTIAL COMPOUND in the COLLEGE TOWN OF FRANKLIN, MA. It consists of 3 buildings: 1) 3 BDRM, 2 BATH  home; 2) 3 BDRM, 2 BATH home, 3) Workshop/Studio. Occupy one or two buildings and let the rental income pay your mortgage, or just RENT THEM ALL! Great income opportunity! The compound is in close proximity to Dean College, Center of Franklin and the MBTA Commuter Rail Station (Franklin Line). All three buildings have been just renovated with New Windows and Doors, Siding, Roofs, HDWD, Insulation, New Kitchens and Bathrooms, New Appliances, New Electrical, HVAC, etc. The parking areas/driveways have been repaved. The Workshop/Studio has its own HVAC. The buildings in the compound are on TWO SEPARATE DEEDS  and could be purchased, and later sold separately! Utilities are on separate meters. OPEN HOUSES SCHEDULE: Friday, 02/16/18 - 3:30 to 5PM; Saturday, 02/17/18 - 11AM to 12:30PM; Sunday, 02/18/18 - 1:30 to 3PM. Offers due Monday, 02/19/18 by 6PM.",,,0,,,Davis Thayer,Annie Sullivan,Franklin High,,MF,Alpine Pl,83  85,83 - 85,http://media.mlspin.com/photo.aspx?mls=72281223
1974,72281226,ACT,749000,,2/14/2018,,,5,,25 Hyde Street,Revere,MA,2151,,9,3,3242,98,3117,Saul Perlera,Perlera Real Estate,(617) 418-5280,"Call List Office, Call List Agent, Key in Office, Accompanied Showings, Appointment Required","Detached three-family with enclosed front porch, rear decks, and beautiful backyard.  All separated utilities, three new forced hot air heating systems by gas and first-floor unit has central AC and potential to add AC to remaining units.  The property has new replacement windows throughout;  Hardwood floors and bamboo floors in some areas of the first floor. The property is within walking distance to main shops and restaurants on Broadway and as well MBTA bus public transportation to Boston or Revere beach Blue line. This property is just driving minutes to Downtown Boston and major highway access.",,,0,,,,,,,MF,Hyde Street,25,25,http://media.mlspin.com/photo.aspx?mls=72281226
1975,72281230,ACT,459900,,2/14/2018,,,5,,44 - 46 Prospect St,Brockton,MA,2301,,9,3,3042,93,3615,The Solutions Group,"AA Premier Properties, LLC",(781) 281-7643,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Well maintained three family home has had many updates by current owners. Investors come see why this one is a great value and still room to increase rents. Owner occupant buyers will appreciate larger rooms, good size kitchens and baths.All units have wood floors through out. Each unit has vinyl windows and is well insulated for comfort. Plenty off street parking. This is an amazing opportunity to buy now all 3 units occupied and tenants are TAW.  Updates include: Electrical,Heating systems,hot water heaters and more. Full Basement for extra storage or new owner can set up for functional space. Don't miss out on this one! First Group showings on Monday Feb. 19th from 12pm to 1:30pm.",,,0,,,,,,,MF,Prospect St,44  46,44 - 46,http://media.mlspin.com/photo.aspx?mls=72281230
1976,72281244,ACT,1299999,,2/14/2018,,,5,,47 Chester Street,Somerville,MA,2144,Davis Square,2,2,1800,118,3619,Edward Urquijo,Maven Realty,(617) 868-0100,Call List Agent,"Opportunity knocks before the season begins!Rare chance to own a picture-perfect well kept 2 family with Full Driveway in Prime Location.Nestled on a beautiful premier side street 3 houses off Davis Square.This 2 family is a Walkers Paradise boasting a Walk Score of 97 and is the best location for living & entertainment.Minutes from train station,commuter rail,restaurants,local pubs,coffee shops,grocery stores,gym/fitness,and Minuteman Trail.The property is ideal for anyone.Can be converted into a great single family,condo conversion as both units already have been sold as separate condos in the past and 2 family rental investment.Excellent lay out:first floor one bedroom,huge living/dining area,and eat in kitchen.Second floor (Philly-Style) living,dining,eat in kitchen,bathroom,study/laundry room and deck off the second floor dining area.Third floor:one bedroom and bonus office/closet room (See Attached Floor Plan). Do not let this multi-family gem slip through your hands!",,,0,,,Brown School,Kennedy School,Somerville High,,MF,Chester Street,47,47,http://media.mlspin.com/photo.aspx?mls=72281244
1977,72281299,ACT,289900,,2/14/2018,,,5,,20 Smith St,Taunton,MA,2780,,6,2,2100,118,9583,Robert Jose,RE/MAX Welcome Home,(508) 823-2700,Schedule with ShowingTime or call 888-627-2775,"Welcome Home!! This turn-key 2 family is ready for you and your family! The first floor features hardwood flooring, crown molding, and beautiful built-ins throughout.  The large eat-in kitchen has plenty of cabinet space and gas range for the cook in your family. Off of the kitchen, you will find a laundry/office space. Entering the dining area, hardwoods, gorgeous columns, and a built-in bench/seating area are perfect for entertaining. The hardwood flooring continues into the family room that also features crown molding and tons of natural light. Upstairs you will find a newly carpeted unit with 3 bedrooms and 1 bath. The completely fenced in yard is perfect for the kids to play in or for the pets in your family. Stop by the Open House this Saturday 2/17 and see for yourself!!",,,0,,,,,,,MF,Smith St,20,20,http://media.mlspin.com/photo.aspx?mls=72281299
1978,72281302,ACT,1299000,,2/14/2018,,,5,,10 Treadway Road,Boston,MA,2125,Dorchester's Savin Hill,9,3,4201,108,3681,Amy Leung,V & E Realty,(617) 786-9399,Other (See Special Showing Instructions),"Great investment or potential condo conversion in this prime location. Very close to Savin Hills T station. High ceiling with 3 bedrooms, living room, kitchen and dining combo on each floor. First floor has been upgraded with central air. Hardwood floor throughout except in kitchen/dining combo and bathroom. Close to most everything. Must come and see for yourself. Location! Location! Location!",,,1,,,,,,,MF,Treadway Road,10,10,http://media.mlspin.com/photo.aspx?mls=72281302
1979,72281319,ACT,249000,,2/14/2018,,,5,,211-213 Park St,Gardner,MA,1440,,12,6,4485,118,12660,James D.  Linfield,Capital Market Team,(800) 998-6568,"Appointment Required, Other (See Special Showing Instructions)","6 Family with 1 One Bedroom, 2 Two Bedroom and 3 Three Bedroom one Bathroom Units. Tenants are responsible for their own heat, lights, cooking and hot water.",,,0,,,,,,,MF,Park St,211213,211-213,http://media.mlspin.com/photo.aspx?mls=72281319
