0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1334,72276612,CTG,504900,,02/01/2018,,,18,10,29 Dunster Drive,Stow,MA,1775,,4,2.5,2200,41,43560,Linda Scobo,Coldwell Banker Residential Brokerage - Concord,(978) 369-1000,"Call List Agent, Lock Box, Appointment Required, Sign","This beautifully sited and well maintained Cape is nestled in the sought after Harvard Acres neighborhood. Set back on a level lot with mature plantings, the property boasts architectural shingles/roof, 4 bedrooms, 2.5 baths, indoor grill/kitchen, with dramatic cathedral ceilings, and soaring two level brick fireplace. Enjoy morning coffee from the balcony off the spacious master bedroom. A private patio overlooks a nicely appointed backyard. Chilly evenings are made warm and cozy with the high heat output of a vintage Jotul wood burning box stove. In this welcoming neighborhood, you are a short walk to tennis and basketball courts as well as The Delany conservation area with pond for seasonal use and great walking trails.  Surrounded by Apple Orchards and Golf Courses, you will find that Harvard Acres enjoys easy access to RTS 117, 495 and 2. This wonderful property is ready for your personal touches as you make it your own.",Cape,1,2,Hot Water Baseboard,,Center School,Hale Middle,NRHS,"Basement:No;Fireplaces:2;Roof:Other (See Remarks);Floor:Vinyl, Wall to Wall Carpet, Stone / Slate;Appliances:Range, Refrigerator, Washer, Dryer, Vent Hood;Foundation:Slab;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Wood, Gutters;Insulation:Full, Fiberglass;Electric:110 Volts, 220 Volts, 200 Amps;Interior Features:Cable Available, Finish - Sheetrock;Hot Water:Oil;",SF,Dunster Drive,29,29,http://media.mlspin.com/photo.aspx?mls=72276612
1335,72276613,CTG,255000,,02/01/2018,,,18,3,395 South Main Street,Attleboro,MA,2703,,3,1.5,1325,71,16814,Hillary Snyder,Berkshire Hathaway HomeServices Page Realty,(508) 384-3435,"Call List Agent, Lock Box, Appointment Required, Pets on Premises",Great opportunity in Attleboro - Vinyl sided Cape situated on Dodgeville Pond.  Gorgeous back yard for entertaining and expansive play area.  Newer roof.  Updated kitchen. Gleaming hardwood flooring.  Fireplaced living room. Bonus family room and half bath in basement.   Laundry hook ups in the lower level.,Cape,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Tankless;",SF,South Main Street,395,395,http://media.mlspin.com/photo.aspx?mls=72276613
1336,72276615,CTG,329900,,02/01/2018,,,18,7,23 Stillwater Rd,Methuen,MA,1844,,3,2,1536,50,10200,Deborah Kruzel,Keller Williams Realty,(978) 475-2111,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","Location, location, location!  Classic cape home minutes to schools, shopping, and highway located on a quiet street.  Don't be fooled by the house picture, this bright home has an open living room - kitchen area, 2 huge bedrooms in the dormered upstairs, and loads of storage in the basement.  Brand new kitchen in 2017 with new cabinets, granite counter tops, stainless steel appliances, flooring, and undermount lighting is a joy to cook in while overlooking the back yard, fenced in for pets or kids.  Floor plan is flexible with 3 or 4 total bedrooms, have 2 down and 2 up if you want or make one downstairs bedroom into an office. Owners had MassSave in in 2014 to update insulation and make it more energy efficient.  Come summer, enjoy the firepit in the back yard or have a pool party!  Final bonus is the large shed for toys or yard tools, etc.  Perfect starter home or down-sizer!",Cape,1,0,"Hot Water Baseboard, Oil",,Timony Grammar,Timony,Methuen High,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Pool - Above Ground, Storage Shed, Fenced Yard;Insulation:Mixed;Electric:100 Amps;Interior Features:--;Hot Water:Tankless;",SF,Stillwater Rd,23,23,http://media.mlspin.com/photo.aspx?mls=72276615
1337,72276625,CTG,149000,,02/01/2018,,,18,4,236 Thomas St,Middleboro,MA,2346,,3,1.5,1639,68,43560,Kimberlee Canducci,RE/MAX Spectrum,(508) 746-8402,"Call List Agent, Accompanied Showings","ATTENTION INVESTORS:  SHORT SALE, BEING SOLD AS-IS.   3 Bedroom, 2 bath home  in need of complete rehab. Detached garage and almost an acre of flat land with mature landscaping.   Septic is buyer's responsibility.  Septic has not been tested.  Motivated seller.",Colonial,,1,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet, Marble;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:Electric;",SF,Thomas St,236,236,http://media.mlspin.com/photo.aspx?mls=72276625
1338,72276639,CTG,199550,,02/01/2018,,,18,13,727 South Street,Warren,MA,1083,,3,2,2530,17,69176,Martin Dietter,Marty's Real Estate,(413) 543-6766,Other (See Special Showing Instructions),"Move Right In! Yellow Vinyl sided Split Entry with 8 Rooms, 3 Bedrooms, and 2 Full Baths featuring a 1x Car Attached Garage with Workshop. Backyard Feature Rear Deck and Patio. Finish Basement includes Family Room and Office. Passing Title V on MLS. *See attachment for PAS requirements and WFHM offer submittal information in MLS document section.",Split Entry,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tankless;",SF,South Street,727,727,http://media.mlspin.com/photo.aspx?mls=72276639
1339,72276648,CTG,1600000,,02/01/2018,,,18,11,34 Old Connecticut Path,Wayland,MA,1778,,5,5.5,6475,18,87007,Trina Macchi & Co.,William Raveis R.E. & Home Services,(781) 235-5000,Schedule with ShowingTime or call 888-627-2775,"Nestled on a beautiful treed lot, set back off a scenic road, you will find this amazing estate. Close to Boston, yet with a feeling of being in “the country,"" this generous light-filled home is perfect for gracious living and entertaining, centrally located in Wayland, close to Claypit Hill Elementary School, Wayland Middle School and High School. Become the 2nd owner of this well maintained and loved property, with park-like grounds and a backyard large enough for a soccer game. The heart of this home truly is the amazing great room that includes a country kitchen with 2 islands, 2 sinks, top of the line appliances and granite counter tops, 2 sitting areas (one with a wood burning fireplace) and a breakfast room, all overlooking the 3 season porch and a private backyard through a plethora of windows. Walk to foot trails steps away.  Experience the beautiful canopied drive along historic Old Connecticut Path in spring and summer. All this is less than 30 minutes from Boston!",Colonial,1,3,"Forced Air, Gas",,Claypit Hill,Wayland MS,Wayland HS,"Basement:Yes;Fireplaces:3;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Marble, Hardwood;Appliances:Wall Oven, Dishwasher, Compactor, Countertop Range, Refrigerator, Water Treatment, Vacuum System, Vent Hood, Water Softener;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Screened, Deck, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Decorative Lighting, Invisible Fence;Insulation:Fiberglass;Electric:--;Interior Features:Central Vacuum, Security System, Wetbar, Walk-up Attic;Hot Water:Natural Gas;",SF,Old Connecticut Path,34,34,http://media.mlspin.com/photo.aspx?mls=72276648
1340,72276669,CTG,1188000,,02/01/2018,,,18,6,25 Loew Circle,Milton,MA,2186,,4,3.5,3856,24,41892,Elizabeth M. Tarpey,William Raveis R.E. & Home Services,(781) 383-0759,"Call List Agent, Accompanied Showings, Appointment Required","Gracious Custom Colonial ideally suited for today's lifestyle featuring crown moldings, high ceilings and oversized windows with transoms throughout the first floor, two fireplaces, front and back staircases, hardwood floors, built-ins and attached 3 car garage. Formal LR with gas FP and sliders to porch opens through french doors to DR with sliders to rear deck. Well designed kitchen with center island, ample cabinetry, walk-in pantry and large separate dining area flows into family room with FP and built-in bookshelves. Second floor Master Bedroom with tray ceiling and bath with double sinks, soaking tub and tiled shower offers a private space to relax. There is an additional bedroom with en suite bath and 2 more bedrooms share a jack & jill bath. There is also a second floor Bonus Room with remote controlled Vellux skylights. Located in the desirable Loew Estate neighborhood with easy access to the highway or public transportation, this home is simply magnificent.",Colonial,1,3,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame, Brick;Exterior:Shingles, Brick;Exterior Features:Porch, Deck, Sprinkler System;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Wetbar, French Doors, Wired for Surround Sound;Hot Water:Natural Gas;",SF,Loew Circle,25,25,http://media.mlspin.com/photo.aspx?mls=72276669
1341,72276681,CTG,449900,,02/01/2018,,,18,12,37 Winter Cir,Rockland,MA,2370,,3,2.5,1704,17,22738,Elizabeth Bone,Macdonald & Wood Sotheby's International Realty,(781) 934-2000,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Opportunity knocks to own in one of Rockland's finest cul-de-sac neighborhoods on the Hanover line. Do not miss this 3 bdrm/ 2.5 bath colonial with attached 2 car garage. It's close proximity to route 3/commuter rail, supermarkets and shopping makes this a perfect gem! An inviting farmer porch welcomes you into the oversized livingroom with hardwood floors. Flow into the updated open kitchen with granite counters, breakfast island, stainless steel appliances and combo dining area. Sliders off the dining area open onto a deck facing a private wooded backyard. The master suite is generous in size with a full size bath, walk in closet and storage space over the garage for possible future expansion. A finished basement provides extra living space for the family and extra storage. This home is situated in the perfect location for family fun as its close to Dairy Queen, Beaver Brook Park, Island Grove, ball fields and walking trails.",Colonial,1,2,Forced Air,,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Covered Patio/Deck, Sprinkler System;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Winter Cir,37,37,http://media.mlspin.com/photo.aspx?mls=72276681
1342,72276682,CTG,270000,,02/01/2018,,,15,11,115 Hartsuff St,Rockland,MA,2370,,3,2.5,2040,35,19602,Landmark REO Team,eXp Realty,(888) 854-7493,Schedule with ShowingTime or call 888-627-2775,This 3 bedroom raised ranch has a lot of potential. Close to area amenities With some imagination this property could be a hidden gem. Make it  your own. The seller will only take full price offers. The Seller must comply with HUD Guidelines 24 CFR 206.125 and property is sold as is.,Ranch,,0,"Hot Water Baseboard, Oil",,,,,Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Aluminum;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Hartsuff St,115,115,http://media.mlspin.com/photo.aspx?mls=72276682
1343,72276683,CTG,920000,,02/01/2018,,,18,5,24 Lancaster Road,North Andover,MA,1845,,4,2.5,3849,25,46609,Kathy & Company,William Raveis R.E. & Home Services,(978) 475-5100,"Call List Office, Accompanied Showings, Appointment Required, Sign","TIMELESS STYLE - EXTRAORDINARY DESIGN WITH TASTEFUL & HIGH QUALITY RENOVATIONS THROUGHOUT ($400K+ in recent upgrades) means move right in and start living the good life. Beautifully sited on a premium acre+ private lot in sought after Newcastle Estates, this exceptional property features a culinary center with new white kitchen and Wolf/Subzero appliances, newly renovated master bath with freestanding Kohler tub, separate tile shower, new double vanity fixtures and counter tops. Features: abundant hardwood floors (expanded, refinished and stained), open floor plan, renovated baths, fresh interior and exterior paint, new roof (2015), new light fixtures & more. Embrace the great outdoors by relaxing on the new deck or enjoying the extensive hardscape patio with a fire pit and sitting wall.  Better than new and perfect in every way. Sewer, water and Natural gas plus central air (1 newer condenser and coil). OPEN SAT. AND SUN. FEB. 3RD AND 4TH 1-3  BRING YOUR CHECKBOOK!",Colonial,1,3,"Forced Air, Gas",,Franklin,NAMS,NAHS,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Wall Oven, Dishwasher, Disposal, Refrigerator - ENERGY STAR, Refrigerator - Wine Storage, Cooktop - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck - Vinyl, Patio, Gutters, Professional Landscaping, Sprinkler System, Screens, Stone Wall;Insulation:Full, Fiberglass, Blown In, Fiberglass - Batts;Electric:200 Amps;Interior Features:Central Vacuum, Security System, Cable Available, French Doors;Hot Water:Natural Gas, Other (See Remarks);",SF,Lancaster Road,24,24,http://media.mlspin.com/photo.aspx?mls=72276683
1344,72276684,CTG,314900,,02/01/2018,,,18,3,799 Williams Street,Dighton,MA,2764,,3,1,1348,54,20909,Katherine Kesaris,"Lamacchia Realty, Inc.",(339) 645-9300,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Welcome Home! This Beautiful 3 Bedroom 1 Bathroom Ranch on wooded lot will exceed your expectations! Spacious Eat-in Kitchen offers custom cherry cabinets, stainless steel appliances, breakfast bar, and access to the back deck! Living Room boasts gorgeous hardwood floors, cathedral ceilings, and recessed lighting. Family Room includes exposed beams on cathedral ceilings, and brick hearth. All 3 Bedrooms offer hardwood floors and ample closet space. Finished basement provides even more living space with two bonus rooms! - Bring your ideas; bar, playroom, office, etc. Large back yard with double door shed completes the package! Make Your Appointment Today!",Ranch,1,1,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Wall Oven, Microwave, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame, Conventional (2x4-2x6);Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters, Storage Shed, Screens;Insulation:Fiberglass;Electric:Circuit Breakers, 60 Amps/Less, 200 Amps;Interior Features:Central Vacuum, Cable Available;Hot Water:Oil, Tank;",SF,Williams Street,799,799,http://media.mlspin.com/photo.aspx?mls=72276684
1345,72276688,CTG,399900,,02/01/2018,,,18,9,7 Great Pond Rd,Weymouth,MA,2190,,3,1,1575,118,6316,The Sarhanis Team,Keller Williams Realty,(781) 843-3200,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","This delightful colonial is tucked away into it's quiet, yet convenient South Weymouth neighborhood.  The custom cherry cabinet kitchen features a center island, stainless steel appliances, granite countertops, new tile backsplash and French doors to a large enclosed porch, suitable for 3 seasons of use.  Living room with masonry fireplace (yes, it works!) open to dining area.  Both have hardwood floors, as do the 3 bedrooms.  The master bedroom is oversized with double closets.  The first floor entry room is perfect to use as a mud room and large enough to set up office space.  The basement has a utility room and 2 other rooms ready to be finished.  The new electric is in and the walls are studded. Updates to this lovely home in the last 3 years include: roof, electric, hot water heater, heating system, windows (2017), fully insulated (2017), driveway paved 2016.  Close to shopping, bus and train transportation, South Shore Hospital, library, restaurants.",Colonial,1,0,Gas,,Hamilton,Adams/Chapman,Weymouth,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Fenced Yard;Insulation:Full;Electric:Circuit Breakers, 100 Amps;Interior Features:French Doors;Hot Water:--;",SF,Great Pond Rd,7,7,http://media.mlspin.com/photo.aspx?mls=72276688
1346,72276705,CTG,629900,,02/01/2018,,,18,11,20 Gannett Way,Hopedale,MA,1747,,4,2.5,3500,14,40016,Christopher M. Byrne,Century 21 Commonwealth,(781) 237-8000,"Call List Agent, Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Harmony Estates, 3500+/sqft. living area plus an additional @800sq.ft. in Finished basement. 12 rooms, 4 bedrooms 2 1/2 baths. Hardwood floors. 9 ft ceilings. Kitchen w/maple cabinets & granite counters & granite island. Sub Zero, 2 ovens, counter top range w vented hood. Pantry. Dining area. Office/living room with bay window. Dining room w beautiful inlaid wood border. Cathedral family room with fireplace and plenty of light from over sized windows. Central A/C, Central Vacuum. Laundry room on 1st floor. Great finished basement with game room, pool table & fusball areas, raised seating media area. Addt'l workout area. Wet bar and wine closet. Heated Sun room overlooking professionally built patio with built in fireplace and grill, great for entertaining. Screened Gazebo. White vinyl fenced in yard! Potting shed and storage area. Front of home has a beautiful fountain greeting guests.",Colonial,1,2,"Central Heat, Forced Air",,Memorial,Hopedale Middle,Hopedale HS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Hardwood, Engineered Hardwood;Appliances:Range, Wall Oven, Dishwasher, Disposal, Countertop Range, Vacuum System;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Storage Shed, Professional Landscaping, Sprinkler System, Decorative Lighting, Gazebo;Insulation:--;Electric:200 Amps;Interior Features:Central Vacuum, Security System;Hot Water:--;",SF,Gannett Way,20,20,http://media.mlspin.com/photo.aspx?mls=72276705
1347,72276723,CTG,1349000,,02/01/2018,,,74,6,76 Selwyn Rd,Newton,MA,2461,,5,4,3800,12,8000,Anya Kogan,"New England Premier Properties, LLC",(617) 335-8822,Call List Agent,"Young modern move-in ready home with open floor plan! 5 bedrooms, 4 bathroom home in a desirable Newton Highlands neighborhood. The first floor includes a 2 Story Family Room, Living Room, Dining Room, Kitchen with an island. Abutting the dining room is an office and a spacious covered deck. Upstairs are 4 bedrooms including a Master Suite. Private backyard, finished basement with a large playroom and a full bath. Abundance of natural light and high ceilings throughout. House was completely rebuilt in 2006 and has been enjoyed by a growing family since. Short distance from all public schools. Not to be missed.   Please do not walk the property without appointment.","Colonial, Contemporary",1,1,"Hot Water Baseboard, Oil",,Countryside,Brown,Newton South,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Composition Shingles;Floor:Tile, Laminate, Marble, Bamboo, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame, Conventional (2x4-2x6);Exterior:Fiber Cement Siding;Exterior Features:Deck, Deck - Roof, Deck - Composite, Covered Patio/Deck, Balcony;Insulation:Full, Fiberglass, Blown In, Fiberglass - Batts;Electric:110 Volts, 220 Volts, 200 Amps;Interior Features:Cable Available, Finish - Cement Plaster, Finish - Sheetrock;Hot Water:Oil;",SF,Selwyn Rd,76,76,http://media.mlspin.com/photo.aspx?mls=72276723
1348,72276728,CTG,449900,,02/01/2018,,,18,5,16 Beatrice Lane,Holliston,MA,1746,,3,2.5,2286,52,21780,Kathy Chisholm,Realty Executives Boston West,(508) 429-7391,Schedule with ShowingTime or call 888-627-2775,"There's plenty of space for all in this beautifully updated home, tucked into one of Holliston's most popular neighborhoods.  You're welcomed into this home by the spacious & open foyer, with 2 large closets.  Beautiful hardwoods throughout most of the house; all bathrooms newly updated; granite kitchen with white cabinetry, stainless appliances & pantry; open living & dining rooms; inviting family room with wood stove & french doors; stunning sunroom with vaulted ceiling & slider to private backyard.  On the upper level, you'll find 3 bedrooms, including the spacious master bedroom with its walk-in closet and lovely bathroom, plus the updated hallway bath.  On the bonus lower level, there are 2 finished, multipurpose rooms. Practical amenities include:  brand new roof (2018); new windows (2017); insulation (2015); appliances (2014 & 2017); furnace (2003); freshly painted interior. Be part of Holliston, and its exceptional school system with Montessori & French Immersion offerings.","Colonial, Contemporary, Multi-Level",1,1,"Forced Air, Gas",,Placentino,Adams,Holliston High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Laminate, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood, Brick;Exterior Features:Deck, Hot Tub/Spa, Storage Shed;Insulation:Full;Electric:Circuit Breakers;Interior Features:Cable Available, French Doors;Hot Water:Natural Gas;",SF,Beatrice Lane,16,16,http://media.mlspin.com/photo.aspx?mls=72276728
1349,72276729,CTG,850000,,02/01/2018,,,18,6,60 Alexander Ave,Belmont,MA,2478,,4,1.5,2230,67,8088,Dan Gorfinkle,RE/MAX Unlimited,(617) 566-0300,Call List Agent,"True Pride of Ownership located just steps from Belmont center! This 4 bed, 1.5 bath gem has been owned and occupied by same owner for nearly 50 years. This immaculately cared for home features two bedrooms on main floor and two on second floor. Living room and family room feature working fireplaces and spacious basement houses laundry, workbench and additional living space. Round out this doted home with great breezeway, garage and nice level lot. The location is ideal for all types of commuters, just steps to bus to Harvard Sq and commuter line to Boston, not to mention all of the fantastic amenities of Belmont Center. This is suburban living at its best!",Cape,1,1,"Central Heat, Hot Water Baseboard, Gas",,Winn Brook,Belmont,Belmont,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Laminate, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Aluminum, Vinyl;Exterior Features:Patio - Enclosed;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas;",SF,Alexander Ave,60,60,http://media.mlspin.com/photo.aspx?mls=72276729
1350,72276740,CTG,699000,,02/01/2018,,,18,5,64 Morrison Rd W,Wakefield,MA,1880,,4,2.5,2353,55,17140,John Murphy,Boardwalk Real Estate,(781) 944-7820,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Come and see this bright,beautiful Garrison Colonial in a sought after West Side location. Designed for active living, the first floor has an impressive living room with fire place, sunny and spacious dining room, and an eat in kitchen with a perfect view of the backyard swimming pool.The second floor master suite has a huge bedroom, 3/4 bath and laundry. Three more ample sized bedrooms and a full bath complete the second floor. The basement family room features a beamed ceiling and one wall of exposed brick with a fire place. This meticulously cared for one owner home also has a two car attached garage and a large fenced in yard. All offers will be presented on Tuesday 2/6 at 2:00 P.M.",Colonial,,2,"Hot Water Baseboard, Oil",,Walton,Galvin,Wakefield High,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Porch - Enclosed, Pool - Inground, Gutters;Insulation:Fiberglass;Electric:220 Volts, Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Oil;",SF,Morrison Rd W,64,64,http://media.mlspin.com/photo.aspx?mls=72276740
1351,72276761,CTG,260000,,02/01/2018,,,18,12,18 Pine St,Berkley,MA,2779,,4,1.5,1892,45,25700,Landmark REO Team,eXp Realty,(888) 854-7493,Schedule with ShowingTime or call 888-627-2775,"This Garrison could be brought back to its original beauty. Bring your imagination and muscle to make your own. Property will not go FHA. Being sold as is. Septic and all inspections are the buyers responsibility. Smoke and carbon detectors installation and inspection are the buyers responsibility. All offers must be submitted by the buyer’s agent using the online offer management system. Access the system via the link below. A technology fee will apply to the buyer’s agent upon consummation of a sale. See form remarks. Employees and family members residing with employees of (see firm remarks), its affiliates or subsidiaries are strictly prohibited from directly or indirectly purchasing any property owned by (see firm remarks)",Garrison,,0,"Forced Air, Oil",,,,,Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Pine St,18,18,http://media.mlspin.com/photo.aspx?mls=72276761
1352,72276779,CTG,479500,,02/01/2018,,,18,9,8 Kelsey Rd,Natick,MA,1760,,4,1,1632,68,10019,David Dowd,Keller Williams Realty,(508) 877-6500,"Call List Agent, Pets on Premises","Get that “move-in ready” feeling the moment you walk into this beautiful, newly updated home. Kitchen and bath were completely redone within the year, and most of the interior is freshly painted. Great open layout with access to the kitchen from both the living room with fireplace, and from the front-to-back family room.  Kitchen has white shaker style soft-close cabinets and white quartz counter tops.  All new Samsung Frig, MWave and 5 burner gas cooktops, new Bosch DWasher. New bath has tiled shower with window, and ceramic plank floor. Sought after 1st floor master and 2nd bedroom or office complete 1st floor. The 2nd floor has two more lg bedrooms with lots of closet space. 2nd floor W/Dryer included.  You will love the level, fenced yard with shed and one step deck. Fantastic commuter location. Access to W. Natick Train Station, and just minutes to Mass Pike, Rt. 135, Rt. 9 & Shopping Malls and State Park.",Cape,1,0,"Forced Air, Gas",,Kennedy,Brown,Natick,"Basement:No;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Laminate, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator, Freezer, Washer, Dryer;Foundation:Slab;Construction:Frame;Exterior:Shingles, Fiber Cement Siding;Exterior Features:Deck - Wood, Gutters, Storage Shed, Fenced Yard;Insulation:--;Electric:110 Volts;Interior Features:Cable Available, Whole House Fan;Hot Water:Natural Gas;",SF,Kelsey Rd,8,8,http://media.mlspin.com/photo.aspx?mls=72276779
1353,72276784,CTG,695000,,02/01/2018,,,18,4,79 Dakin Road,Sudbury,MA,1776,,4,2.5,2850,46,40510,Carole Daniels,Coldwell Banker Residential Brokerage - Sudbury,(978) 443-9933,Call List Agent,"Picture perfect setting for this beautifully maintained+updated 4 Bedroom home w/its expansive fenced in backyard-ideal for ball playing+entertaining. Renovated Kitchen w/ center island/breakfast bar,stainless steel appliances,granite countertop-open to spacious Dining Rm+vaulted ceiling Family Room (with sliding glass door to the outside).The Living Room features a fireplace w/brick surround+oversized Bay.  Four Bedrooms (with customized California closet design) +two full Baths complete this level. The Lower Level is highlighted by the 19' Media Room with a wood burning fireplace,sliding panel door to the Home Office/Guest Room.Separate finished area for Play Room, Exercise Room, Storage plus walk in pantry. Hardwood floors on main level. Significant improvements include: Renovated Kitchen, windows, siding, gutters, sprinkler system (plus designated well),Septic. Heating system, Hot water, Central Air, Additional Insulation.Convenient location-minutes to major routes, shops and train",Split Entry,2,2,"Hot Water Baseboard, Gas",,,Curtis Middle,Lincoln Sudbury,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood, Wood Laminate;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:Gutters, Sprinkler System, Decorative Lighting, Fenced Yard;Insulation:--;Electric:Circuit Breakers;Interior Features:Security System, Cable Available, French Doors;Hot Water:Tank;",SF,Dakin Road,79,79,http://media.mlspin.com/photo.aspx?mls=72276784
