,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1061,72287978,CTG,249000,,3/1/2018,,,15,1,8 Winding Way,Harwich,MA,02645,,3,1,888,58,0.17,Brian Serpone,"Today Real Estate, Inc.",(508) 398-0600,--,,Ranch,,0,Forced Air,,,,,Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:--;Foundation:Concrete Block;Construction:--;Exterior:--;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Winding Way,8,8,http://media.mlspin.com/photo.aspx?mls=72287978
1062,72287985,CTG,399999,,3/1/2018,,,15,5,20 Rand St,Revere,MA,02151,,3,1,1456,62,4000,William Brady,Brady Realty Group,(617) 438-2244,"Call List Office, Other (See Special Showing Instructions)","!!!OFFERS, IF ANY, DUE TUESDAY (3/6) AT 6:00 PM!!! SOLID CUSTOM BUILT RAISED RANCH ON QUIET STREET ~ OWNED BY SAME FAMILY SINCE 1956 ~ FEATURING 3 BEDROOMS WITH GREAT CLOSET SPACE AND 1 BATH; EAT IN KITCHEN, LIVING ROOM; HARDWOOD FLOORS, CENTRAL AIR; SECURITY SYSTEM; FINISHED LOWER LEVEL (WALKOUT ~ STREET LEVEL) WITH DRY BAR ~ PERFECT FOR EXTENDED FAMILY OR IN-LAW POTENTIAL; HEATED 1 CAR GARAGE WITH AUTOMATIC OPENER; ATTIC SPACE FOR STORAGE; ENCLOSED BACK PORCH OVERLOOKING YOUR QUAINT BACKYARD ~ PERFECT FOR SUMMER BBQ AND ENTERTAINING; CLOSE TO PUBLIC TRANSPORTATION, SHOPPING, ROUTE 1 AND ROUTE 16.  !!OFFERS, IF ANY, DUE TUESDAY (3/6) AT 6:00 PM!!",Raised Ranch,1,1,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Vinyl, Hardwood;Appliances:Range, Dishwasher, Refrigerator, Washer;Foundation:Other (See Remarks);Construction:--;Exterior:Shingles, Vinyl, Brick;Exterior Features:Porch - Enclosed, Gutters;Insulation:--;Electric:100 Amps;Interior Features:Security System, Cable Available;Hot Water:Electric, Tank;",SF,Rand St,20,20,http://media.mlspin.com/photo.aspx?mls=72287985
1063,72287993,CTG,335000,,3/1/2018,,,15,4,151 Wrentham Rd,Bellingham,MA,02019,,3,2,1500,64,78844,Jeff  Wall,Century 21 Commonwealth,(508) 528-7777,"Lock Box, Schedule with ShowingTime or call 888-627-2775","Classic Cape Cod style home abutting peaceful conservation land  Kick your shoes off in the mudroom and enter into the the inviting kitchen showcasing tile backsplash, corian countertops, and updated cabinets. 1st flr boasts a den/smaller bedroom Sparkling hardwoods throughout the1st flr.The open floor plan flows into the spacious dining/living room area, refresh yourself in the newly renovated first flr bath w/ tile floors and shower.  Spend time on your oversized back deck while observing nature and your private backyard, AG pool/deck Stroll up to the 2nd flr w/newer carpet Impressive MBDR where you can relax under a cool ceiling fan or drink coffee out on your upper balcony includes Mbath. The spacious  2nd bedroom offers a dreamy walk-in closet. Ample storage in the 2nd flr hallway. Offered in the finished basement are 2 bonus rms and a play area. Home features a freshly painted interior, NEWER roof, cedar shingled siding, windows, shed and so much more.",Cape,1,0,"Forced Air, Electric Baseboard, Oil, Electric, Wood",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck - Wood, Balcony, Pool - Above Ground, Storage Shed;Insulation:--;Electric:200 Amps;Interior Features:Security System, Cable Available;Hot Water:Electric;",SF,Wrentham Rd,151,151,http://media.mlspin.com/photo.aspx?mls=72287993
1064,72288005,CTG,407500,,3/1/2018,,,15,6,3 Carpenter St,Peabody,MA,01960,,4,1,1313,66,7318,Gail Tyrrell,RE/MAX Advantage Real Estate,(978) 740-2333,Call List Agent,"Very nice Cape in West Peabody with quick access to RTE one.  Quiet side street. very large fenced in back yard. Kitchen redone 2yrs ago. New roof,furnace, and Central  AC.  Kitchen floor is ceramic tile and stainless steel appliances.  Lovely Fireplaced Living Room with Hardwood floors.  2 Bedrooms with hardwood floors on first floor.  2 bedrooms on second floor with wall to wall carpeting.  The basement has been started one side to be a finished room and 3/4 bath.  The plumbing is mostly in for a shower and toilet, sink.  Owners will leave the materials that they have already purchased so next owners can easily finish the room and bath.  Showings begin Saturday  March 3rd at open house 11-1230pm  Open House again on Sunday March 4, 2018 130-230pm    All offers must be presented by noon on Tuesday March 6th",Cape,1,0,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:--;Interior Features:Cable Available;Hot Water:--;",SF,Carpenter St,3,3,http://media.mlspin.com/photo.aspx?mls=72288005
1065,72288013,CTG,799900,,3/1/2018,,,15,2,13 Back River Way,Duxbury,MA,02332,,3,2.5,2997,32,18947,Elizabeth Bone,Macdonald & Wood Sotheby's International Realty,(781) 934-2000,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Charming Cape in Millbrook Station with great proximity to school campus and all the town has to offer. This 3 bedroom 2 and a half bath home boasts a custom cabinet kitchen with center island opening up to a dining area and living room. Step down into the light filled family room with built-ins and relax by the fire or step out onto the deck and enjoy the tranquility of the back yard with outdoor shower and four season porch. The first floor is finished by a mudroom and a half bath that leads to the 2 car garage. The lower level has a large playroom, study, storage room and a guest room or bonus space. An unfinished section allows for even more storage or a work area. Upstairs there are two bedrooms and a master suite with a private sitting area and full bath with tub and shower. Welcome home!",Cape,1,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Wood, Outdoor Shower;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Back River Way,13,13,http://media.mlspin.com/photo.aspx?mls=72288013
1066,72288020,CTG,789000,,3/1/2018,,,15,11,22 Highfield Circle,Milton,MA,02186,,4,3,2719,66,4905,Ita Lynch,ELITE Realty Advisors,(781) 987-1930,"Call List Agent, Accompanied Showings","Meticulously maintained and up to date, 4 bed/3 full bath expanded cape, on a small cul-de-sac, ideally located close to Cunningham park and East Milton Square. Beautiful, bright, welcoming eat in kitchen, opening onto a wrap-around paved patio. Home boasts a versatile layout with spacious rooms and plenty of storage. Living room with warm and inviting fireplace. High efficiency, 4 zones, gas heating system. New roof with new skylight. New outdoor stairs/wall to beautifully finished lower level with private entry way, large laundry room and mudroom. New lawn and some new shrubs. Easy access to highway, close to stores plus so many more amenities, you'll love living here.",Cape,1,0,"Hot Water Baseboard, Gas",,,Pierce,Milton High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Compactor;Foundation:Poured Concrete;Construction:--;Exterior:Wood;Exterior Features:Patio, Storage Shed;Insulation:--;Electric:--;Interior Features:Security System, Cable Available;Hot Water:Natural Gas;",SF,Highfield Circle,22,22,http://media.mlspin.com/photo.aspx?mls=72288020
1067,72288027,CTG,430000,,3/1/2018,,,15,12,40 Tremont St,Kingston,MA,02364,,3,2.5,2168,63,21742,Kathleen LaNatra,Coldwell Banker Residential Brokerage - Plymouth,(508) 746-0051,"Call List Agent, Accompanied Showings","This Charming Expanded Cape is set on beautifully landscaped level lot in a quiet neighborhood in Kingston.  The first floor boasts a large inviting kitchen has rustic beams, newer stainless steel appliances, bead board cabinets and granite counter tops. A great room with hardwoods, a wood burning fireplace and access to an enormous deck.  Another fireplace in the bright dining room, laundry room off the back entry way adjacent to a remodeled half bath.  The Master Bedroom and full bath complete the first floor.  The second floor has two bedrooms with well crafted built in drawers, hardwoods and another full bath. New Roof and  Newer Windows. There are two basements, one for storage and one just waiting for your finishing touches. The fenced in back yard is a gardener's paradise with plenty of room for the kids and pets.  All this with an outdoor shower.  Do not let this one slip away.",Cape,,1,"Central Heat, Steam, Oil",,KES,SLRMS,SLRHS,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Laminate, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Vinyl;Exterior Features:Deck - Composite, Storage Shed, Fenced Yard, Outdoor Shower;Insulation:Full;Electric:200 Amps;Interior Features:--;Hot Water:--;",SF,Tremont St,40,40,http://media.mlspin.com/photo.aspx?mls=72288027
1068,72288047,CTG,1599000,,3/1/2018,,,15,11,521 Marrett Road,Lexington,MA,02421,,5,4.5,5782,23,25954,Kristin M. Brown,Coldwell Banker Residential Brokerage - Lexington,(781) 862-2600,"Accompanied Showings, Appointment Required, Schedule with ShowingTime or call 888-627-2775","Set back from the street, this young Colonial is the one you have been waiting for! Upon entry into the foyer, you have a clear view of this home's private backyard oasis, bringing the outdoors in! Open concept eat in kitchen with peninsula opens to the family room with gas fireplace, custom built ins and slider to a newly painted deck, leading out to a heated in ground pool and patio. A spacious room over garage has been finished for your versatile office/workout/media room needs. The second floor offers a master suite with slider to balcony overlooking the yard, two additional bedrooms, bathroom & laundry. The third floor offers two additional bedrooms, full bath & walk in storage closet, great as teen or au pair suite. The finished walk out lower level offers a full bath and two generous independent spaces for all of your media/recreational/game needs with sliders to a natural stone patio leading up to the pool! Fenced yard boarders the walking path to Bridge and the ""Old Res!""",Colonial,1,2,"Forced Air, Gas",,Lexington,Lexington,Lexington,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Deck - Wood, Patio, Pool - Inground, Gutters, Professional Landscaping, Sprinkler System, Screens, Fenced Yard, Stone Wall;Insulation:--;Electric:200 Amps;Interior Features:Central Vacuum, Security System, Walk-up Attic;Hot Water:Tank;",SF,Marrett Road,521,521,http://media.mlspin.com/photo.aspx?mls=72288047
1069,72288053,CTG,539000,,3/1/2018,,,15,5,5 Birch St,Franklin,MA,02038,,4,3,3000,43,41669,Beth Rossi,Classic Properties REALTORS®,(508) 533-6060,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","Prepare to be impressed w/ this spacious & pristine home set back on a picturesque & tranquil lot surrounded by a variety of perennials that bloom for 3 seasons along w/ lots of birds & wildlife.  With attention to detail & high end finishes the open floor plan offers a newer kitchen with custom maple cabinets, center island, granite & stainless steel Bosch appliances.  It is flanked by the cathedral ceiling dining room on one side and a recently added 22x18 family room w/ cathedral ceiling, marble surround fireplace & wet bar.  The recently added master suite offers a cathedral ceiling & master bath w/ radiant heat floor, steam shower & Jacuzzi.  The main level has lots of hardwood floors, 2 additional bedrooms & new guest bath.  The lower level features a separate entrance, 4th bedroom, fireplaced family room, new full bath & a home office/exercise room.  Additional amenities include a Buderus furnace, replacement windows, new garage doors, surround sound & tiered composite deck.",Raised Ranch,,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Gutters, Storage Shed, Sprinkler System, Screens;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available, Wired for Surround Sound;Hot Water:Electric;",SF,Birch St,5,5,http://media.mlspin.com/photo.aspx?mls=72288053
1070,72288059,CTG,749000,,3/1/2018,,,15,2,52 Oak,Wellesley,MA,02482,,3,2,960,55,10000,Steven Verdelli,LAER Realty Partners,(844) 687-5237,Call List Agent,"Location - Location - Location - Diamond in the ruff - This 3 bedroom, 2 bath raised ranch is in need of total rehab.  Located in the coveted ""Sprague School"" neighborhood, with less than 1/2 mile to all the Linden St shops, Square Train Station, easy access to Rt 9 - this is the property an investor or flipper is waiting for.  960sqft not including the basement - long driveway - very private- this property is in need of total renovation.",Raised Ranch,1,0,"Central Heat, Forced Air",,TBD,WMS,WHS,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Wall Oven, Dishwasher, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:--;Insulation:Full, Fiberglass;Electric:--;Interior Features:--;Hot Water:Natural Gas;",SF,Oak,52,52,http://media.mlspin.com/photo.aspx?mls=72288059
1071,72288063,CTG,874800,,3/1/2018,,,13,9,1 Cook Street,Westborough,MA,01581,,4,2.5,4650,24,27878,The MBT Group Boston,Keller Williams Realty North Central,(978) 779-5090,"Call List Agent, Accompanied Showings","""Westborough Chase Model Home"". Custom home with upgrades and updates galore!  This is a rare pristine offering in one of the most desirable premier neighborhoods to call HOME! This magnificent home will delight the most selective buyer. Grand front entry, w/ 2cnd stairway. Master suite w/ sitting area & spa worthy bath. Huge walk in closet and cathedral ceilings. A Sun drenched kitchen boasts expansive granite Island & Peninsula, for prepping gourmet delights, Gorgeous 3/4 Solid Cherry Cabinets, top of the line Jen Air Double Ovens & Fisher Paykel Double Dishwashers. There are custom blinds through out the home, recessed lighting, wainscoting, picture frame moldings, 2 gas fireplaces, holiday lighting package, Bose sound & security systems. Lush, partially fenced Yard w/ Fenway Worthy lawn, irrigation & separate well. $100,000+ in upgrades -Generator Ready - NEW Hot Water Heater - NEW Super Insulated Siding - NEW 50 Year roof. Make this home the best square foot value in Westborough",Colonial,1,3,"Forced Air, Gas",,Fales,Mill Pd/Gibbons,Westboro High,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Wall Oven, Dishwasher, Disposal, Countertop Range, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Deck, Patio, Gutters, Professional Landscaping, Sprinkler System, Screens;Insulation:Full, Fiberglass, Blown In;Electric:Circuit Breakers, 200 Amps;Interior Features:Security System;Hot Water:Natural Gas, Tank;",SF,Cook Street,1,1,http://media.mlspin.com/photo.aspx?mls=72288063
1072,72288064,CTG,349500,,3/1/2018,,,15,5,530 Lyons,Ludlow,MA,01056,,3,2.5,2460,41,95396,Suzanne Moore,"Real Living Realty Professionals, LLC",(413) 568-2405,Schedule with ShowingTime or call 888-627-2775,"Rare find  !!   Unique and  meticulously  cared for home with 4 car garage !!    Open floor plan ..  Newer kitchen with granite countertops,  oak cabinets, and island.  30 X 18 deck overlooks professionally landscaped private yard,  inground pool,  cabana and conservation land!    The oversized  detached garage has it's own heating system and bonus room on the second floor with balcony and  overhead walkway to the house!    So many extras including beautiful sunroom , central air and whole house fan .   Country living yet so convenient to Mass Pike, shopping.   Move in and enjoy !",Split Entry,1,4,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:--;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Balcony, Pool - Inground, Cabana, Gutters;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Security System, Cable Available, Whole House Fan;Hot Water:Oil;",SF,Lyons,530,530,http://media.mlspin.com/photo.aspx?mls=72288064
1073,72288068,CTG,275000,,3/1/2018,,,15,6,214 Holden St.,Shrewsbury,MA,01545,,3,1.5,1442,91,12422,Kay Sears,Sarah Patrick Fine Homes LLC,(781) 248-6794,Call List Agent,"Move into Shrewsbury for under 300K! Beautiful 3 bedroom 1.5 bath home close to so many amenities! Large eat in kitchen with recessed lighting and beautiful windows that let in natural light as well. 3 good sized bedrooms, and a front sitting space that can be used as an office or playroom. This home was renovated from top to bottom in 2012. Newer chimney, roof, windows,siding,electric,kitchen,and baths. LARGE flat yard completely fenced in perfect for summer time barbecues. Full walk up attic, and full unfinished basement.   ALL OFFERS DUE TUESDAY BY 3:00","Cottage, Bungalow",,0,"Hot Water Baseboard, Oil",,,,Shrewsbury High,"Basement:Yes;Fireplaces:0;Roof:--;Floor:--;Appliances:--;Foundation:Fieldstone;Construction:--;Exterior:Vinyl;Exterior Features:Storage Shed, Fenced Yard;Insulation:--;Electric:--;Interior Features:Walk-up Attic;Hot Water:--;",SF,Holden St.,214,214,http://media.mlspin.com/photo.aspx?mls=72288068
1074,72288072,CTG,379000,,3/1/2018,,,14,3,5 Saints Way,Taunton,MA,02780,,3,2,1500,0,16397,Patricia Richardson,Realty Executives Metro South,(508) 880-0900,"Call List Agent, Accompanied Showings","TAAUNTON'S NEWEST SUBDIVISION.  Don't you just love a Ranch.  This one has a great floor plan.  Features: hardwood flooring in the living room, kitchen, hallways and entryway.  2 full baths with tile flooring & granite counters.  Master bath: double sink vanity, granite, tile, 5 foot shower.  2-car garage with openers.  Coming soon: complete landscaping to include mulch beds and hydro seeding, paved double width driveway.  Composite front porch with white composite railings.  Deck overlooks a private treed back yard.  Natural Gas, city water & sewer. (Propane tanks are temporary until Columbia Gas installs their lines which will be done prior to closing).",Ranch,1,2,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame, Conventional (2x4-2x6);Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:Full, Partial;Electric:Circuit Breakers, 100 Amps;Interior Features:--;Hot Water:Natural Gas;",SF,Saints Way,5,5,http://media.mlspin.com/photo.aspx?mls=72288072
1075,72288074,CTG,769000,,3/1/2018,,,15,4,46 Firecut Lane,Sudbury,MA,01776,,4,2.5,3408,50,40435,Laura Semple,Coldwell Banker Residential Brokerage - Sudbury,(978) 443-9933,Schedule with ShowingTime or call 888-627-2775,"Sun filled and fabulous center entrance colonial with large private backyard! Beautifully updated chefs kitchen opens to family room. The office, living room, dining room and powder room complete the first floor. On the second floor you will find a large master suite with renovated master bath, three more good size bedrooms and a renovated hall bath. Great 4 season sunroom off the kitchen overlooking enormous, flat and private backyard! Plus a deck off the sunroom to watch the kids in the yard. Hardwoods throughout. Central air. Finished basement. Pristine move in condition in a great neighborhood of many intersecting cul de sacs. Many significant updates including: converted oil to gas, new driveway, bathrooms renovated, AC installed, newer boiler, hot water tank and roof.",Colonial,1,2,"Hot Water Baseboard, Gas",,Noyes,Curtis Jr. High,Lincoln Sudbury,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Dishwasher, Countertop Range, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard;Exterior Features:Porch - Screened, Professional Landscaping;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas;",SF,Firecut Lane,46,46,http://media.mlspin.com/photo.aspx?mls=72288074
1076,72288089,CTG,779900,,3/1/2018,,,15,3,2 Autumn Hill Lane,Southborough,MA,01772,,4,2.5,3414,25,47349,Stephen J. Mattson,"Mattson Properties, LLC",(774) 245-4060,"Call List Agent, Lock Box, Appointment Required, Sign","Nestled on a private way on an acre+ lot, this beautifully maintained home, just a short distance from the center of town, has gleaming hardwood floors on the first and second level with the exception of the second floor bathrooms!  A Gourmand's kitchen with granite counters, custom red birch ceiling height cabinetry, and breakfast area, have access to expansive decks overlooking a treed, level, and private rear yard!  A gorgeous stone fireplace highlights the familyrm with it's vaulted ceilings and skylites.  First floor BONUS is the additional front to back living area that could be whatever you need it to be!  An office, kids playrm, etc.  Top all of this off with a finished lower level and you have a home that is wonderful for family gatherings, entertaining, etc!  Southborough has easy access to Routes 85, 9 and 495!  Commuter rail, hiking trails, open conservation land all make this the place to call home!!",Colonial,1,2,"Forced Air, Oil",,FINN/WOODWARD,NEARY/TROTTIER,ARHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Refrigerator - Wine Storage;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Gutters, Hot Tub/Spa;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available, French Doors;Hot Water:Oil;",SF,Autumn Hill Lane,2,2,http://media.mlspin.com/photo.aspx?mls=72288089
1077,72288092,CTG,1299000,,3/1/2018,,,15,10,36 Melrose Ave,Needham,MA,02492,,4,2.5,3500,81,6098,Cherstine Slicklen,Berkshire Hathaway HomeServices Town and Country Real Estate,(781) 444-1234,"Call List Agent, Appointment Required","Beautifully renovated and expanded colonial welcome you to enjoy sunsets on the lovely front porch. This home is located just a short distance from Mitchell School, train and in town restaurants!  The first floor offers an open floor plan with an expansive kitchen with custom cabinetry, stainless steel appliances and an oversized island, adjoining the family room, perfect for entertaining .An inviting sun filled spacious wood burning fireplaced living room, a handsome dining room and a powder room completes the first floor. The second floor hosts four corner bedrooms, and also includes a family bath, a laundry closet and a master suite with a full bath and a walk in closet. Fantastic additional living areas in both 3rd floor bonus rooms and finished lower level both with open concept space leading directly out to a one car garage.",Colonial,1,1,"Forced Air, Gas",,Mitchell,HiRock/Pollard,NHS,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator;Foundation:Poured Concrete, Fieldstone;Construction:Frame;Exterior:Clapboard, Brick;Exterior Features:Porch, Patio;Insulation:Full, Fiberglass, Spray Foam;Electric:Circuit Breakers, 200 Amps;Interior Features:Walk-up Attic;Hot Water:Natural Gas, Tankless;",SF,Melrose Ave,36,36,http://media.mlspin.com/photo.aspx?mls=72288092
1078,72288094,CTG,699900,,3/1/2018,,,15,7,19 Moran Road,Billerica,MA,01862,,6,4.5,4100,26,31229,Judith O'Connell,EXIT Family First Realty,(866) 994-3948,"Call List Agent, Accompanied Showings","EXTENDED FAMILY LIVING AT ITS FINEST! Stunning home with a legal in-law apartment featuring a spectacular floor plan throughout. Square footage galore with over 4,000 sq. ft. of living space! Newer granite kitchen with beautiful cabinetry & stainless steel appliances will be perfect for making all of your culinary pleasures. The kitchen flows perfectly into a dining area, a spacious sun room with plenty of natural sun light, as well as the living room which is ideal for home entertainment. Gleaming hardwood flooring throughout, library with custom built-ins, master suite with walk-in closet. Walk-out in-law apartment on lower level with full kitchen, dining area, living room & 2 generous size bedrooms including a master bath. 3rd floor family room, multiple fireplaces, 2 car oversized garage with work area.  Neighborhood setting, large backyard, plenty of decking & patio space. Close to highways, plenty of storage & too many features to list! This home won't last!",Raised Ranch,1,2,"Hot Water Baseboard, Gas",,Dutile,Marshall MS,BHS/Shaw Tech,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:--;Appliances:Range, Wall Oven, Dishwasher, Disposal, Microwave, Countertop Range, Refrigerator, Washer, Dryer, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Composite, Patio - Enclosed, Gutters, Fenced Yard;Insulation:Full, Fiberglass, Fiberglass - Batts;Electric:200 Amps;Interior Features:Central Vacuum, Cable Available;Hot Water:Natural Gas, Tankless;",SF,Moran Road,19,19,http://media.mlspin.com/photo.aspx?mls=72288094
1079,72288099,CTG,399900,,3/1/2018,,,15,5,21 HOLLYWOOD TERRACE,North Reading,MA,01864,,2,2,1528,88,36590,Matthew Quinlan,Classified Realty Group,(978) 664-0075,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","This Unique home has so much to offer! Perfect for entertaining with a GORGEOUS Living Room which boasts Cathedral Ceilings with a Ceiling Fan, Rustic Beams, and Wood Plank Detail, that flows nicely into the dining room, sunroom and kitchen. The kitchen is complete with GRANITE counters, Stainless Steel Appliances and a very convenient Peninsula, perfect for extra storage and a breakfast nook. The Versatile Floor Plan allows for a First or Second Floor Master Suite. The 2 Zone Heating system is supplemented perfectly by a 3-zone Fujitsu Mini-Split System which adds both heat and air conditioning. First Floor Laundry. Enjoy hosting the summer BBQ's on the spacious deck and new stone patio while you set up the corn hole boards in the large private yard or the basketball hoop in the second driveway. The 2 car garage offers plenty of room for parking and storage. Conveniently located on a quiet dead end street, a short distance to Clark Park, Martin's Pond, Shopping and Restaurants.",Contemporary,1,2,"Hot Water Baseboard, Oil",,Hood,NRMS,NRHS,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator, Washer, Dryer;Foundation:Concrete Block;Construction:Frame;Exterior:Wood;Exterior Features:Deck - Wood, Patio, Gutters, Screens;Insulation:--;Electric:200 Amps;Interior Features:Security System, Cable Available;Hot Water:Oil;",SF,HOLLYWOOD TERRACE,21,21,http://media.mlspin.com/photo.aspx?mls=72288099
1080,72288100,CTG,247900,,3/1/2018,,,15,10,50 Bouve Ave,Brockton,MA,02301,,3,2,1233,118,11456,Nichole Willey,Keller Williams Realty,(508) 534-7200,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","3 bed, 2 bath antique Colonial sits on 0.26 acres with a partially fenced yard, 2 bay storage garage and workshop. In need of updates/ TLC to bring it back to its original splendor. Main floor features wood floors and original trim, the eat-in kitchen, large pantry, living and dining room (that has been converted to a bedroom and can be changed back,) plus a full bath. The second floor also has wood floors and original trim in the three rooms found there, two of which have closets. There is a partially finished full bath and living space in the basement. Town water and sewer.",Colonial,1,2,Forced Air,,Brockton,Brockton,Brockton,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood;Appliances:Range, Refrigerator;Foundation:Fieldstone;Construction:Frame;Exterior:Asbestos;Exterior Features:Porch - Enclosed, Fenced Yard;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Bouve Ave,50,50,http://media.mlspin.com/photo.aspx?mls=72288100
