,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1665,72043171,SLD,350000,325000,7/25/2016,2/24/2017,,35,35,26 Peach Orchard Rd,Burlington,MA,01803,,4,2.5,1984,68,21497,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,"Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","**SHORT SALE**SOLD AS-IS**PRICE NOT YET APPROVED BY LENDER**NEGOTIATED BY ATTORNEY** 4 bedroom house that NEEDS WORK to bring it back to life.  Great for someone looking to buy a fixer upper with great potential to make a house their own. Subject to short sale negotiation fee of $5,000 paid at closing by buyer. Smoke cert, and final water bill is buyer's responsibility **ALL OFFERS MUST HAVE SIGNED DISCLOSURE ATTACHED TO THIS LISTING**",Cape,,1,"Forced Air, Oil",,,,,Basement:Yes;Fireplaces:1;Roof:--;Floor:--;Appliances:--;Foundation:Poured Concrete;Construction:--;Exterior:Vinyl;Exterior Features:--;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;,SF,Peach Orchard Rd,26,26,http://media.mlspin.com/photo.aspx?mls=72043171
1666,72043996,SLD,369900,370500,7/27/2016,2/24/2017,,182,168,49 Joseph Road,Salem,NH,03079,,4,2,2254,45,32670,Mary-Jo Driggers,Keller Williams Realty,(603) 912-5470,Schedule with ShowingTime or call 888-627-2775,"REDUCED!!! Cul-de-sac Colonial.....packed with extras! Impressive Granite Kitchen, Updated Baths, Fresh Paint, New Carpets, Central Air and a New Roof are just a few of the upgrades you will find in this lovely home set on a beautiful .75 acre parcel.  Town Water/Sewer!  Don't Miss This One!","Colonial, Garrison",,2,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio;Insulation:--;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Propane Gas;",SF,Joseph Road,49,49,http://media.mlspin.com/photo.aspx?mls=72043996
1667,72044804,SLD,217900,212000,7/28/2016,2/24/2017,,133,133,36 Green Farms Rd,Worcester,MA,01605,,3,1.5,1100,44,7000,Dorothy Stone,ERA Key Realty Services - Worcester,(508) 853-0964,Schedule with ShowingTime or call 888-627-2775,"HOLDEN/WORCESTER LINE- YET MINUTES TO MAJOR HIGHWAYS FOR THE COMMUTER. RANCH STYLE HOME. FEATURES 3 BEDROOMS,A WARM AND INVITING LIVING ROOM WITH FIRE PLACE, HARDWOOD FLOORS UNDER THE CARPETING, UPDATED KITCHEN WITH GRANITE COUNTER TOPS AND OPEN SIDE BAR TO LIVING ROOM. GREAT FOR ENTERTAINING.  LARGE SLIDER IN KITCHEN GAINS ACCESS TO TWO TIER DECK FACING THE BACK YARD AND WONDERFUL VIEWS. MASTER BEDROOM HAS HALF BATH. ALL BEDROOMS ARE GENEROUS SIZE . THE BASEMENT IS PARTIALLY FINISHED WITH LAUNDRY ROOM AND PLAY ROOM BUT COULD BE HOME OFFICE. ADDITIONAL LARGE SPACE IN A VERY DRY WALK OUT BASEMENT CAN BE FINISHED TO BE WHAT EVER YOU WANT IT TO BE, CEILING IS VERY HIGH.  THE POTENTIAL FOR ADDITIONAL ROOMS IN BASEMENT . ECONOMICAL GAS HEAT AND COOKING. FENCED BACK YARD WITH SHED.  GREAT NEIGHBORHOOD WITH SIDEWALKS AND UNDERGROUND UTILITIES. OUTSKIRTS OF CITY YET MINUTES TO I 190, and 290. THIS IS A MUST SEE.",Ranch,1,0,"Forced Air, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Laminate;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Deck - Wood, Storage Shed;Insulation:Fiberglass - Batts;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:--;",SF,Green Farms Rd,36,36,http://media.mlspin.com/photo.aspx?mls=72044804
1668,72046672,SLD,370000,365000,8/1/2016,2/24/2017,,172,158,10 Porter Road,Chelmsford,MA,01824,,3,2,1521,57,26875,Home Sweet Home New England,ERA Key Realty Services,(978) 256-6575,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Wonderful Chelmsford ranch in desirable neighborhood setting. When you first walk in the front door, picture yourself hosting dinners in the kitchen while your guests are in your Dining Room or lounging in the huge Living Room with wood stove!  The living room opens up to the Sunroom where you can sit and enjoy the seasons.  Or take it outside to the level yard, where you can hang out under the cabana in your hot tub or by the bar.  Walk over to the koi pond and sit down on one of the benches or take a seat on your  hammock swings.  The one car garage has plenty of storage and with a little work, there is bonus space above- a great place to have your guests stay or maybe teen quarters- complete with its own bath.  Carport space as well for any extra toys you might have.  The inside has been freshly painted and the house is wired for a generator.  Come see it today!",Ranch,1,1,"Central Heat, Forced Air, Gas",,,,,"Basement:No;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Slab;Construction:Frame;Exterior:Vinyl;Exterior Features:Patio, Cabana, Hot Tub/Spa, Garden Area;Insulation:--;Electric:200 Amps;Interior Features:--;Hot Water:Electric, Tank;",SF,Porter Road,10,10,http://media.mlspin.com/photo.aspx?mls=72046672
1669,72048405,SLD,389900,372500,8/4/2016,2/24/2017,,166,166,20 Wales Dr,Bourne,MA,02559,Pocasset,4,2,2200,43,9104,Robert W Sullivan,Bay Market Real Estate,(508) 679-1090,"Lock Box, Other (See Special Showing Instructions)","Perched at the top of Wales Drive between the marsh and the river this Spacious Home is much larger than it first appears. Gleaming White Oak Hardwood Floors abound throughout the living space with ceramic tile in the kitchen and baths.  The front to back living room has a gas brick fireplace and a beamed ceiling. The Den could be used as a first floor bedroom since it has a double closet. The full bath on the first floor is handicap accessible, the grip bars have been removed, but they are in the basement. There are 4 bedrooms and a bath on the second floor. All of the bedrooms have double closets and the front bedrooms have window seats with storage. Outside you will find a deck with a gas grill fueled by gas from the house, not propane, a shed and a large shower. At the rear of the property there is a staircase that descends the hillside to Shore Rd. for easy access to Tahanto Beaches and Pocasset River Marina. Brand New 200 AMP Electric Service just installed Dec. 2016",Gambrel /Dutch,1,0,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Shingles;Exterior Features:Deck - Wood, Gutters, Storage Shed, Professional Landscaping, Sprinkler System, Outdoor Shower;Insulation:Unknown;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Wales Dr,20,20,http://media.mlspin.com/photo.aspx?mls=72048405
1670,72048648,SLD,280000,275000,8/4/2016,2/24/2017,,166,166,99 Smith Street,Attleboro,MA,02703,,3,1,1380,59,52579,Cheryl Deschenes,"WEICHERT, REALTORS® - Hunter Properties",(508) 695-1041,"Call List Agent, Appointment Required, Sign","Great opportunity. Lots of potential for this charming ranch style home situated on a 1.21 acre lot in a quiet neighborhood and a growing community. This lot will be subdivided from the entire 3.54 acre lot, unless the buyer wants to purchase one or both of the additional lots. There are 4 options- Lot 2, Lot 1+2, Lot 2+3, Entire lot, this is explained on the attachment. This home is a solid home that has been in one family since 1959. Well maintained hardwood floors throughout. Some updated features include- Hot water tank, kitchen, some windows and more. The Breezeway is heated and has a slate floor and is noted in the room list as ""Other"". The home needs some comsmetic updating to make it your Home Sweet Home!",Ranch,1,2,"Forced Air, Oil",,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Hardwood;Appliances:Wall Oven, Dishwasher, Countertop Range, Refrigerator, Washer, Dryer, Freezer - Upright, Vent Hood;Foundation:Poured Concrete;Construction:Frame;Exterior:--;Exterior Features:Gutters;Insulation:Blown In;Electric:Circuit Breakers;Interior Features:--;Hot Water:Tank;",SF,Smith Street,99,99,http://media.mlspin.com/photo.aspx?mls=72048648
1671,72050442,SLD,425000,385000,8/9/2016,2/24/2017,,190,190,50 Mill Rd,East Longmeadow,MA,01028,,5,3.5,3589,63,37500,Richard A. Lewenczuk,Green Square Realty,(413) 596-6771,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required, Sign","Quick close possible! This impressive well maintained 3,589 sq. ft., 11 room home offers 5 BDR, 31/2 baths with a great flexible floor plan. Updates include new roof, siding and addition, 8 years old.   Many possibilities, an in law, teen suite or au pair apartment with separate entrance, private bedroom, bathroom, garage and driveway or just more room for an expanding family.  Spacious rooms, large closets with lots of natural light.  Outdoor living includes 2 porches and deck.  Grounds offer perineal gardens, on a flat fenced in yard great for kids and animals. Mill Road Conservation across the street adds to this country setting but close to highways and shopping.",Cape,1,3,Gas,,,Birchland Park,East Longmeadow,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Vinyl, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck, Covered Patio/Deck, Storage Shed, Fenced Yard, Garden Area;Insulation:Full, Fiberglass;Electric:110 Volts, 220 Volts, Circuit Breakers;Interior Features:Cable Available;Hot Water:Natural Gas;",SF,Mill Rd,50,50,http://media.mlspin.com/photo.aspx?mls=72050442
1672,72054456,SLD,429900,410000,8/17/2016,2/24/2017,,148,148,365 Edmands Rd.,Framingham,MA,01701,,3,1.5,1152,57,82087,Adelle Scansaroli,William Raveis R.E. & Home Services,(508) 655-4141,Call List Agent,"3 bedroom Multi-level set off from the road in a beautiful setting.  Blueberry bushes, pear and apple trees and flowering bushes abound.  Entry level has a main room with a half bath and two smaller rooms to use for storage etc... Lowest level is the basement.  The second level has a large living room, fireplace, hardwood floors and bow window with lots of light! Then a formal dining room with a ceiling fan and access to an enclosed porch to view to the wooded yard. And a working kitchen off the dining room.  On the third level are the 3 bedrooms with hardwood floors and the full bathroom.  The master is large with double closets.  There is access to the attic portion off the hallway. Most rooms freshly painted.  Good storage within the home and multiple sheds outside. Great country setting of more expensive homes. Town sewer is in! A great home!",Multi-Level,2,0,Oil,,,,Framingham High,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Pool - Inground, Storage Shed, Fruit Trees;Insulation:--;Electric:--;Interior Features:--;Hot Water:Oil;",SF,Edmands Rd.,365,365,http://media.mlspin.com/photo.aspx?mls=72054456
1673,72058727,SLD,219900,219000,8/26/2016,2/24/2017,,106,92,487 Granite St,Worcester,MA,01607,,3,2,1428,93,11365,Michelle Curran,RE/MAX Advantage 1,(508) 757-4200,"Lock Box, Go Direct, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Buyer was unable to obtain financing . EVERYTHING HAS BEEN DONE FOR YOU! Don't miss out on this charming cape with 3 bedrooms and 2 full bathrooms. Once you open the front door you will fall in love with the charm of this home. Gleaming hardwood floors on the first level. Kitchen is bright and sunny, cabinet packed with granite counter tops and stainless steel appliances it is big and open with room for a dining room table. 1st floor offers an option for 2 good sized bedrooms with hardwoods, updated bathroom with tiled shower. Move upstairs to all new carpet and fresh paint. Huge master retreat with a full bathroom, skylight and office or sitting room. Outside is a nice sized lot with a double tiered deck just perfect for back yard cookouts! Shed offers extra storage. New roof, updated electrical, plumbing. Basement is very dry and has a alternate stove for heating and become a nice finished area for extra living space.  Great commuter location near MA Pike and Rt. 20 and Rt. 146.",Cape,1,0,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:Oil;",SF,Granite St,487,487,http://media.mlspin.com/photo.aspx?mls=72058727
1674,72058925,SLD,399000,423500,8/26/2016,2/24/2017,,77,62,9 Rebanna Road,Westminster,MA,01473,,3,2.5,2215,2,60000,Jennifer Shenk,Keller Williams Realty North Central,(978) 840-9000,Call List Agent,"Relaxing 22' Farmers Porch on this 2,200+ SF three bedroom contemporary colonial style home in the quiet Rebanna Road/Mountain View neighborhood in Westminster. Standard features include a modern forced hot air heating system with Central A/C, hardwood flooring, and tile in all bathrooms. Spacious Kitchen with island has stainless steel appliances and upgraded countertops. Dining area is adjacent to spacious carpeted Family Room with propane fireplace. Separate first floor laundry room. This is a great opportunity for you to be involved in flooring, cabinets, countertops and color selections, yet still be in your new home in approximately 90 days! Westminster residents have access to the town beach and nature trails at the 100+ acre Crocker Pond Recreation Area, just 1/10 mile away. Wachusett Station commuter rail stop will offer 1-hour express train to North Station by December 2016. Make Westminster your new hometown!","Colonial, Contemporary",1,2,"Forced Air, Propane",,Westminster ELE,Overlook MS,Oakmont/MtyTech,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Wood, Screens;Insulation:Full;Electric:200 Amps;Interior Features:Cable Available;Hot Water:Propane Gas, Tank;",SF,Rebanna Road,9,9,http://media.mlspin.com/photo.aspx?mls=72058925
1675,72058967,SLD,279900,280000,8/26/2016,2/24/2017,,115,100,18 Hickory Ln,Amherst,MA,01002,,3,2,1300,50,11078,Jacqui Zuzgo,5 College REALTORS®,(413) 549-5555,"Lock Box, Appointment Required, Sign","Nestled on a quiet cul de sac street, this well maintained Contemporary Ranch offers an open floor plan with finished lower level.  Tucked on a nicely landscaped .25 acre lot with wooded back drop, you're within minutes of area colleges and downtown.  Sporting a light, bright interior, the welcoming floor plan includes a entry with vaulted ceiling, open living room - dining room - kitchen, master bedroom with newly renovated master bath, 2 bedrooms and a second bath. Lower level includes a family room, storage and laundry. The spacious deck is perfect for back yard entertaining and everyday living. A great place to hang your hat at an affordable price - why rent when you can buy!","Contemporary, Ranch",1,1,"Gas, Electric",,Amherst,Amherst MS,Amherst HS,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Refrigerator, Washer, Dryer;Foundation:Poured Concrete;Construction:Frame;Exterior:Shake;Exterior Features:Deck, Professional Landscaping, Garden Area;Insulation:Fiberglass;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Electric, Tank;",SF,Hickory Ln,18,18,http://media.mlspin.com/photo.aspx?mls=72058967
1676,72061896,SLD,534900,535000,9/5/2016,2/24/2017,,112,98,6 Woodstone Rd,Northborough,MA,01532,,4,2.5,2792,22,85229,Karen Scopetski,Coldwell Banker Residential Brokerage - Northborough Regional Office,(508) 393-5500,Schedule with ShowingTime or call 888-627-2775,"Located in one of Northborough's most sought after neighborhood Woodstone Estates!  New England Colonial set on a private picturesque lot! This home has a wonderful open floor plan that is perfect for entertaining! Light and bright ceramic tiled kitchen with center island and bump out dining area. Oversized family room with cathedral ceiling, palladium window and brick fireplace.  Recent interior paint. Formal dining w/crown molding, hardwoods and chair rail opens to kitchen. Formal living room with hardwoods leads to 1st floor office with French door. 2nd floor laundry. Master with tray ceiling , private skylit bath and walk-in closet! 3 year old furnace and water heater.  Finished lower level game room with separate area for exercise adds extra 700 sqft of living area. New exterior paint and new garage doors! Expansive deck which overlooks inground pool with new fence, basketball court and  private level lot w/woodland border.  Commuters dream close to all major highways",Colonial,1,2,"Hot Water Baseboard, Oil",,Lincoln,Melican Middle,Algonquin Reg,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher, Microwave;Foundation:Poured Concrete;Construction:Frame;Exterior:Clapboard, Wood;Exterior Features:Deck, Patio, Pool - Inground, Gutters, Fenced Yard;Insulation:Full, Fiberglass;Electric:Circuit Breakers;Interior Features:Cable Available;Hot Water:Oil;",SF,Woodstone Rd,6,6,http://media.mlspin.com/photo.aspx?mls=72061896
1677,72063245,SLD,469900,465000,9/7/2016,2/24/2017,,8,8,Lot 1 Crane Ave South,Taunton,MA,02780,,3,2,2000,2,43560,Christopher Coute,Brownstone Realty Group,(508) 386-0484,Accompanied Showings,"STUNNING NEW CONSTRUCTION! What An Amazing Opportunity To Customize the Home of Your Dreams. This Expansive 3 Bedroom 2 Bath Custom Ranch Features A Huge Kitchen With Granite Counters, Stainless Appliances, Lovely Living Room, Dining Room and Family Room.  Outstanding Master Suite With Full Bath With Custom Tile Shower, 2 Additional Spacious Bedrooms. An Unfinished Basement Awaits Your Creativity.  Still Time To Pick Your Colors!  To Be Built.  January Delivery.  Do Not Walk The Lot Without Agent Permission.",Ranch,1,2,Forced Air,,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher, Microwave, Refrigerator;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck;Insulation:--;Electric:--;Interior Features:--;Hot Water:--;",SF,Crane Ave South,1,Lot 1,http://media.mlspin.com/photo.aspx?mls=72063245
1678,72063979,SLD,332000,320000,9/8/2016,2/24/2017,,133,133,10 Michelle Lane,Mashpee,MA,02649,,3,2,1500,26,15202,Larry Gay,RE/MAX Spectrum,(508) 746-8402,"Call List Agent, Appointment Required","Attractive 3 bedroom 2 bath Cape with an attached 1 car garage in the Santuit Woods neighborhood. This nicely maintained Cape sits on a well manicured lot. Many features include  finished walk out basement/family room, irrigation system, outdoor shower, large deck with rollup awning, skylights in bedrooms, stained glass window in living room and more. The master bedroom has a very nice sitting room. This home is on a cul de sac near Mashpee Commons Shopping Center, Mashpee-Wakeby Pond and Popponesset Beach.",Cape,1,1,"Hot Water Baseboard, Gas",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Shingles, Vinyl;Exterior Features:Deck, Deck - Wood, Patio, Sprinkler System, Outdoor Shower;Insulation:--;Electric:--;Interior Features:--;Hot Water:Natural Gas;",SF,Michelle Lane,10,10,http://media.mlspin.com/photo.aspx?mls=72063979
1679,72064390,SLD,789000,750000,9/8/2016,2/24/2017,,113,84,111 Mann Hill Road,Scituate,MA,02066,,4,2.5,3365,65,34412,David Drinkwater,Grand Gables Realty Group Inc.,(781) 545-3155,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required, Sign","Boasting gorgeous land, sounds of the ocean surf, a splendid setting at the top of prestigious Mann Hill & just a short walk from a stunning ocean beach is this delightful, expanded Cape residence. With origins dating to @1953, the home was expanded in the 1980s and the late 1990s resulting in a charming flr pln offering both intimate & open concept spaces w/ a great flow & lots of versatility for wide appeal.  Features include all of the rooms you'd expect to find, hardwood flrs, built-ins, crown molding, large windows, lovely fireplace, screen porch, sun deck, mature plantings and some ocean views that would expand nicely if you took down some trees! Surrounded by many lovely homes featuring an eclectic mix of great architecture affording an opportunity to invest nicely in some thoughtful renovations to this home - the end result could be enchanting! Homes in this neighborhood rarely come available. Property offered in ""AS IS"" condition; Buyer responsible to install sewer connection.",Cape,1,2,"Hot Water Baseboard, Oil",,,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile, Vinyl, Wall to Wall Carpet;Appliances:Wall Oven, Dishwasher, Disposal, Countertop Range, Refrigerator, Vacuum System;Foundation:Poured Concrete, Concrete Block;Construction:Frame;Exterior:Shingles, Wood;Exterior Features:Deck, Patio, Gutters;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Central Vacuum, Cable Available, Wetbar, French Doors;Hot Water:Oil, Tank;",SF,Mann Hill Road,111,111,http://media.mlspin.com/photo.aspx?mls=72064390
1680,72064468,SLD,449900,440000,9/8/2016,2/24/2017,,126,116,25 Norfolk Place,Sharon,MA,02067,,3,2,1601,68,16342,Cory Mancini,RE/MAX Home Team,(781) 784-0600,Call List Agent,"JUST REDUCED!! OPEN HOUSE SATURDAY & SUNDAY 12-1:30! HOUSE BEAUTIFUL!! You will feel ENERGIZED the minute you walk into this vibrant home!Gorgeous JEWELED colors throughout make this home come ALIVE!Meticulously maintained,you have to see to believe!Gleaming hardwood floors,updated maple kitchen with gas cooking,granite and stainless appliances.Inviting living room has a sunny bow window, perfect to curl up and read a good book.On cool evenings you will appreciate the gas pot belly stove in the familyroom.2 good sized bedrooms up are bright and cheerful.If a Master Suite is what you dream about,DREAM NO MORE! Huge 1st FL Master Bedroom features cathedral ceiling w fan, and luxurious spa like bath.Sliders take you out to your wrap around deck that opens up to a lovely private lot.Coming home never felt so good! Sharon schools are top rated!Outdoor enthusiasts love Moosehill Wildlife Santuary,Borderland State Park & Lake Massapoag!Convenient location,close to shopping & major routes!",Cape,1,0,"Hot Water Baseboard, Gas",,Heights,,,"Basement:Yes;Fireplaces:1;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Hardwood;Appliances:Range, Dishwasher, Microwave;Foundation:Concrete Block;Construction:Frame;Exterior:Vinyl;Exterior Features:Deck - Wood, Patio, Storage Shed;Insulation:--;Electric:Circuit Breakers;Interior Features:--;Hot Water:--;",SF,Norfolk Place,25,25,http://media.mlspin.com/photo.aspx?mls=72064468
1681,72064809,SLD,434900,415000,9/9/2016,2/24/2017,,149,135,6 Vista Dr,Pelham,NH,03076,,3,3.5,3200,31,175547,Nina Bisson,RE/MAX Properties,(603) 589-8800,--,"HUGE PRICE REDUCTION!!!  Custom built home! One of kind.  Cul-De-Sac neighborhood, with amazing views. Situation on over 4 acres. Kitchen has been completely updated,custom cabinets, granite counter tops, SS appliances, island, recess lighting and ceramic tile floors. Open Kitchen flows into formal dining room, living room and family room. Great home for entertaining. Two see thru fireplaces. One in family room, other in foyer entrance. 4 Updated bathrooms. Master has a private balcony, 9X13 sitting room with Jacuzzi tub. Oversized shower stall. Also a 7x10 designer California walk in closet. Lower level has endless possibilities. There is a bedroom, family/game room, 3/4 bath with  steam shower. An additional room could easily be turned into a kitchen area. Private entrance allows for added family members to come and go as you please. New boiler being installed. Roof 5 yrs old.  Irrigation system. 10X20 shed. 5 Minutes to Rt. 3. Quick closing possible,",Ranch,1,2,Hot Water Baseboard,,,,,"Basement:Yes;Fireplaces:2;Roof:Asphalt/Composition Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Dishwasher, Microwave, Range - ENERGY STAR;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl, Brick;Exterior Features:Deck, Covered Patio/Deck, Balcony, Storage Shed, Sprinkler System;Insulation:--;Electric:Circuit Breakers, 200 Amps;Interior Features:Cable Available, Sauna/Steam/Hot Tub;Hot Water:Tank, Separate Booster;",SF,Vista Dr,6,6,http://media.mlspin.com/photo.aspx?mls=72064809
1682,72064819,SLD,344900,341000,9/9/2016,2/24/2017,,94,94,119 Morgan St,Granby,MA,01033,,3,3,2388,14,76858,Linda Rotti,Jones Group REALTORS®,(413) 549-3700,"Call List Agent, Lock Box, Appointment Required, Sign","This Cape style home with a great farmer’s porch would be ideal for sitting in your rocking chair on a warm evening or enjoying  your early morning coffee. Set at the end of a dead end street on over 1.7 acres of land, this three bedroom, three bath home is designed for family living.  Newly painted and carpeted you can move right in.  This is a Fannie Mae HomePath property.","Colonial, Cape",1,2,"Forced Air, Oil",,Local,Granby Jr/Sr,Granby Jr/Sr,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Tile, Wall to Wall Carpet, Hardwood;Appliances:Range, Dishwasher;Foundation:Poured Concrete;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch, Deck - Wood, Patio, Pool - Above Ground, Gutters, Storage Shed;Insulation:--;Electric:200 Amps;Interior Features:--;Hot Water:Oil;",SF,Morgan St,119,119,http://media.mlspin.com/photo.aspx?mls=72064819
1683,72066241,SLD,199900,197500,9/12/2016,2/24/2017,,122,107,20 Lind St,Oxford,MA,01540,,2,2,1575,168,20473,Aliesha Noonan,RE/MAX Properties,(401) 232-3900,"Call List Agent, Accompanied Showings, Appointment Required","This period colonial has all of the trappings you would expect from an 1800's charmer. Large enough for a growing family or a space lover with up to 4 bedrooms, but equally cozy and warm. Wide pine flooring, ample kitchen cabinetry, beautiful built-ins, and a beautiful antique wood stove (used for cooking also) is the centerpiece for your holiday/fall dinners. A formal entry and staircase greet you at the door, then guide you through a home built by true craftsmen. Two full baths (one down one up) make living easier. The upstairs bath features a claw foot tub true to the century. A gorgeous enclosed porch is perfect for three season enjoyment, and the exterior deck  w/ awning,provides a nice spot for summer lemonade. The almost half acre yard is a true treat. Many mature plantings and perennials await you at different seasons. A large tool shed is ideal for storing all of your gardening tools. This property is also located conveniently to Oxford's town center, and also to 290/395 & 146",Colonial,1,0,"Hot Water Baseboard, Oil",,Chaffee,Oxford Middle,Oxford High,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Tile;Appliances:Range, Dishwasher, Microwave, Refrigerator, Freezer, Washer, Dryer, Freezer - Upright;Foundation:Fieldstone, Brick;Construction:Frame;Exterior:Vinyl;Exterior Features:Porch - Enclosed, Patio, Gutters, Storage Shed, Garden Area;Insulation:Fiberglass;Electric:Circuit Breakers, 100 Amps;Interior Features:Cable Available;Hot Water:Oil, Tankless;",SF,Lind St,20,20,http://media.mlspin.com/photo.aspx?mls=72066241
1684,72066738,SLD,229900,222500,9/13/2016,2/24/2017,,102,88,25 Wyoming Ave,Brockton,MA,02301,,2,1.5,1404,103,13460,William Callahan,"William M. Callahan, REALTORS®",(508) 583-8000,Schedule with ShowingTime or call 888-627-2775,"Wow pride of ownership shows throughout this English Cape/Colonial style home. Large living room and dining room invites your family and friends. Light bright kitchen opens to smaller den at the front entrance. 2 bedrooms upstairs, but please take a look, as the front bedroom is huge and could be made into 2 bedrooms. There is a full bath upstairs and a half bath downstairs for the whole family. Newer replacement windows will help with the heat! Comfortable enclosed porch overlooks the private back yard. New 100 amp CB board. Large private yard with loads of room for the kids soccer game.  This is going fast in 2017!",Colonial,1,0,"Steam, Oil",,,,,"Basement:Yes;Fireplaces:0;Roof:Asphalt/Fiberglass Shingles;Floor:Wood, Vinyl, Wall to Wall Carpet;Appliances:Range, Dishwasher;Foundation:Fieldstone;Construction:Frame;Exterior:Wood;Exterior Features:Patio - Enclosed, Gutters, Screens, Fenced Yard;Insulation:Unknown;Electric:Circuit Breakers, 150 Amps;Interior Features:Cable Available;Hot Water:Tankless;",SF,Wyoming Ave,25,25,http://media.mlspin.com/photo.aspx?mls=72066738
