0,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
1626,72275823,CTG,165000,,1/30/2018,,,20,5,244 Wilbur St,Fall River,MA,2724,,6,2,2244,92,4000,Timothy Ponte,Keller Williams South Watuppa,(508) 677-3233,Other (See Special Showing Instructions),"*****MULTIPLE OFFERS, HIGHEST AND BEST DUE BY 3PM 2/6/18***** Good sized 2 family on the south end of Fall River. Units have a good sized kitchen, 3 bedrooms in each and a double parlor. Roof has been replaced withing the last 2 years on the house and the 1 stall detached garage. Schedule a showing today!",,,1,,,,,,,MF,Wilbur St,244,244,http://media.mlspin.com/photo.aspx?mls=72275823
1627,72275831,ACT,284900,,1/30/2018,,,166,,1271 Main St,Leicester,MA,1524,,5,3,2790,98,16430,Aprilian Homes Team,Aprilian Inc.,(888) 733-7089,"Sign, Schedule with ShowingTime or call 888-627-2775",Are you looking to purchase an investment property? Here is your chance! Come check out this 3 family home located on a corner lot in the center of Leicester. Currently 2 of the units are rented out. This property is conveniently located only minutes from route 9.  Sargent pond is right across the street. 2 brand new fuel tanks. Middle furnace is only 2 years old. Do not miss out on this great opportunity! Schedule your first showing today!,,,0,,,,,,,MF,Main St,1271,1271,http://media.mlspin.com/photo.aspx?mls=72275831
1628,72275841,ACT,319900,,1/30/2018,,,20,,11 Pearl St,Taunton,MA,2780,,4,2,1530,143,5663,Kelly Lewis,Kelly Lewis Realty/Church Green Real Estate Services,(508) 823-6184,Call List Agent,"SIDE BY SIDE -TWO FAMILY- With DE-LEAD Certificates-  Both Kitchens have been redone., First unit is a one bedroom with hardwoods, nice closet space, washer & dryer hook in the basement for this unit.  Refrigerator and Stove stays.  Washer  & Dryer belongs to the Tenant.  Second Unit has 3 bedrooms, 2 up and one down, hardwoods, carpeting, washer and dryer in the unit, Stove and dishwasher stays, refrigerator belongs to the tenant.  There is a Sun room and covered porch., and a Oversize one car garage.  Excellent tenants, Section 8 approved.",,,1,,,,,,,MF,Pearl St,11,11,http://media.mlspin.com/photo.aspx?mls=72275841
1629,72275872,ACT,249900,,1/30/2018,,,20,,477 Palmer St,Fall River,MA,2721,,4,2,2583,118,4233,Debra Viveiros,"Milestone Realty, Inc.",(508) 989-6371,"Accompanied Showings, Appointment Required","Large Two Family Featuring 2 Bedrooms in Each Apartment, Newer Roof, Separate Utilities, Off Street Parking & Coin Op Laundry.",,,0,,,,,,,MF,Palmer St,477,477,http://media.mlspin.com/photo.aspx?mls=72275872
1630,72275943,CTG,155000,,1/30/2018,,,20,6,47-49 Walden St,Springfield,MA,1108,Forest Park,6,2,2919,116,5001,The Weingarten Real Estate Team,"Rovithis Realty, LLC",(413) 271-1180,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Investors Take Notice!  This Two Family in Forest Park has CERTIFICATE OF LEAD COMPLIANCE FOR BOTH UNITS.  First floor unit features 3 bedrooms with a full bath, wood floors throughout, and a spacious kitchen with pantry and tiled floors.  Second floor features 6 rooms, 3 bedrooms and 1 bathroom on the main level and an additional 2 rooms and 2 bedrooms on the upper level (electric heat in the 3rd floor upper level) and a lovely enclosed porch.  Both units showcase large dining rooms with built ins, ceiling fans, and wood floors and living rooms with plenty of space for all your furniture.  Bonus: Newer roof and 2 car garage!!!  Don't miss this opportunity to purchase this property !",,,2,,,,,,,MF,Walden St,4749,47-49,http://media.mlspin.com/photo.aspx?mls=72275943
1631,72275946,CTG,529000,,1/30/2018,,,20,7,21 Rose St,Revere,MA,2151,,4,3,2883,98,5973,Silvia L. Caceda,M. Celata Real Estate,(781) 289-7500,"Call List Agent, Accompanied Showings, Appointment Required","Don't wait !!! This is your chance to invest in the rapidly changing Revere area !!! Available 3 Family in Revere off Broadway. Property offers 1 (2) bedrooms and 2 (1) bedroom, units are in good condition, 2 parking spaces and nice   backyard for the summer bbq's. Rents are below market value, long time tenants. Easy access to major routes and bus line. Unit 1 (2 bedr) has Letter of Compliance, updated kitchen with granite countertops. Unit 2 + 3  Unknown. Washer and Dryer hook ups, Gas heat and cooking. Home Inspection for Buyer's purpose information only. OFFERS DUE ON TUESDAY  02-06 @ NOON",,,0,,,,,,,MF,Rose St,21,21,http://media.mlspin.com/photo.aspx?mls=72275946
1632,72275947,CTG,259900,,1/30/2018,,,20,6,997 Slade St,Fall River,MA,2724,,9,4,3564,118,3200,Alda  Moniz,Affordable Real Estate,(508) 678-5000,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","4 family in south end quiet neighborhood, nice yard, spacious owners unit on first floor.     room for increase on rents, tenants not being market rents, owner can live rent free and accumulate equity, fenced in yard,property near shopping, park and close to all major highways. a money maker for investor's -roof work done last year, long term tenants, motivated sellers,",,,0,,,,,,,MF,Slade St,997,997,http://media.mlspin.com/photo.aspx?mls=72275947
1633,72275974,ACT,499900,,1/29/2018,,,21,,320-324 Lincoln Street,Lowell,MA,1852,,5,4,3688,98,10228,Gail Sullivan,Coldwell Banker Residential Brokerage - Tewksbury,(978) 851-3731,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Great opportunity for owner occupied or investment in this well kept 3 family with a new roof, garage, plenty of off-street parking and large back yard. The main level of the first unit offers 2 spacious bedrooms, 1 bathroom, eat-in kitchen, living room, dining room, laundry room and a lower level with a large family room, den and 2nd full bath. This unit features central air. The second unit offers 2 spacious bedrooms, eat-in kitchen, living room, dining room, and laundry room. The third unit offers 1 spacious bedroom, eat-in kitchen and large living room. This third unit also has central air, recess lighting, and cathedral ceiling in LR. Located close to major highways and commuter rail. All units have updates.",,,2,,,Central Enroll,Central Enroll,Lowell High,,MF,Lincoln Street,320324,320-324,http://media.mlspin.com/photo.aspx?mls=72275974
1634,72275992,CTG,169900,,1/30/2018,,,20,2,36 Andrew St,Springfield,MA,1109,,6,2,2384,109,6599,Brandi Gamble,Keller Williams Realty,(413) 565-5478,Schedule with ShowingTime or call 888-627-2775,"Two Family completely done over with a finished attic. 1st Floor has two bedrooms, 2nd floor unit has 4 bedrooms with 2 full baths. New Exterior Porches around the house, New Roof, Newer Windows, New Plumbing, New Electrical, Hardwood Floor refinished through out, New Wall to Wall Carpet. New Kitchens and Bathrooms, Freshly painted.  Home is deleaded.  Large Yard with a 3 car Garage, Driveways on both side of the house. New gutters to be installed. Call for appointment today ...",,,3,,,,,,,MF,Andrew St,36,36,http://media.mlspin.com/photo.aspx?mls=72275992
1635,72276011,ACT,999900,,1/31/2018,,,19,,172-174 NEWTON STREET,Waltham,MA,2453,,9,4,4000,118,0.18,Dave DiGregorio,Coldwell Banker Residential Brokerage - Waltham,(781) 893-0808,"Lock Box, Schedule with ShowingTime or call 888-627-2775","HIGHLY DESIRABLE NEWTON LINE! TURN KEY FOUR FAMILY RENTAL PROPERTY! SOME FEATURES INCLUDE NEW ROOF, NEW ELECTRICAL, NATURAL GAS HEATING IN ALL FOUR UNITS, VINYL SIDING, LOTS OF OFF STREET PARKING AND MORE! A GREAT LONG TERM RENTAL PROPERTY!",,,0,,,WHITTEMORE,MCDEVITT MIDDLE,WALTHAM HIGH,,MF,NEWTON STREET,172174,172-174,http://media.mlspin.com/photo.aspx?mls=72276011
1636,72276074,ACT,650000,,1/31/2018,,,19,,50 South Main Street,Uxbridge,MA,1569,,9,4.5,4300,163,20000,Lisa Berry,Lisa Berry Properties,(978) 315-0300,"Owner, Other (See Special Showing Instructions)","The historical Moses Taft house. One of the nicest multiple family homes around. Antique charm in this Victorian era Italianate house. 4 units with separate utilities and de-leaded. The 1st floor unit is 3/4 bedroom, 1 1/2 bath, 1800 s/f apartment. Newly renovated inside and out. New furnaces, tankless water heaters, appliances, flooring, paint, mouldings, windows, doors, electrical service, fixtures, pavement, etc, etc, etc. 4 garages plus detached 2-car 2-story garage, washer and dryer in every unit, commercially zoned, just minutes to town, plenty of off street parking, clean efficient gas heat. This property can possibly generate 75k/year.",,,5,,,,,,,MF,South Main Street,50,50,http://media.mlspin.com/photo.aspx?mls=72276074
1637,72276099,ACT,169000,,1/30/2018,,,20,,77 Academy,Fitchburg,MA,1420,Fitchburg,4,3,2398,108,4171,Linda Largey,List With Linda,(978) 549-9630,Call List Agent,"Why pay rent?   Some nice updates to owner's unit in this two-family home.    Mostly hardwood floors, new furnance, thermal windows, circuit breaker updates.    Second floor tenant is TAW paying his own electric.  Tenant unit needs to be cleaned up.   Washer/dryer on first floor staying; hook-ups in both units.   Two stoves, two fridge.  convey.    First floor is handicap accessible.",,,2,,,,,,,MF,Academy,77,77,http://media.mlspin.com/photo.aspx?mls=72276099
1638,72276113,ACT,519999,,1/31/2018,,,19,,108 Richmond Street,Brockton,MA,2301,,7,3,3671,130,9278,George Ubaha,EXIT Realty Beatrice Associates,(617) 764-5601,"Call List Office, Call List Agent, Lock Box","A new gut renovated Multi-Unit Colonial is already here before the spring market rush and ready to move in. This Multi-2 Unit has many recent updates like new roof,vinyl siding,hardwood floor and tiles,granite counter-tops,stainless steel appliances and heating system. The side front yard oversized lot also suitable for entertainment or other outdoor events and its facility with additional rooms is a plus. The 2nd unit has two floors with additional rooms and recess lighting. All three floors are equipped with its own heat control and a full-bath facility like a '3-Family' but just shy of it. Easy access to bus services on both sides at N Warren Ave and N Main street. Minutes to pharmacy, storage facility,restaurant,grocery store and early childhood Center.",,,0,,,Louis F Angelo,North Middle,Brockton Public,,MF,Richmond Street,108,108,http://media.mlspin.com/photo.aspx?mls=72276113
1639,72276147,CTG,1125000,,1/30/2018,,,20,10,65-67 Garrison Avenue,Somerville,MA,2144,West Somerville,6,3,3133,88,4050,Julie Horvath,Century 21 Avon,(617) 497-6555,"Call List Agent, Accompanied Showings, Appointment Required, Sign","West Somerville - walking distance to Davis Square! Meticulously maintained, this home boasts only 2 owners and has a lot to offer! Each unit has eat-in-kitchens, beautiful hardwood floors and windows throughout have been replaced. The first floor unit is owner occupied and will contribute to the phenomenal market rent. The second unit has 2 levels with two full baths (current monthly rent is $3,555). Unit 2 has extra rooms versatile for office space/sun room. Additional features include an enclosed porch, exterior open porch, spacious rear deck, a level yard for outdoor recreation and clean basement! Updates include roof (2010), front porch (2016), insulation, one newer heating system. Near everything--- International restaurants & shopping in Davis, Easy access to Alewife, Tufts Univ., International School of Boston, Bus routes, and so much more! Offers if any due Tuesday, Feb 6th, by 2 pm. Group Showing Thurs: 11-12 Fri: 1-2; O.H.: Sat:12-2, Sun:11:30-1:30.",,,0,,,,,,,MF,Garrison Avenue,6567,65-67,http://media.mlspin.com/photo.aspx?mls=72276147
1640,72276175,ACT,699900,,1/31/2018,,,19,,78 Wyeth St,Malden,MA,2148,,9,3,3141,118,2104,Stephen DeCrescenzo,Century 21 North Shore & O'Neil,(978) 664-2100,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Large 3 Family home located .7 from Malden Ctr ""T"" Station Orange line.  Third floor has been recently updated (pictures),  1st floor have been started and 2nd floor needs updating.  This house is being sold in ""as is condition"" and will require conditions of compliance with the City of Malden to obtain an occupancy permit and smoke detectors which will be the Buyers responsibility.  Great opportunity for a handy or contractor.",,,0,,,,,,,MF,Wyeth St,78,78,http://media.mlspin.com/photo.aspx?mls=72276175
1641,72276180,CTG,675000,,1/31/2018,,,19,12,65 Mohawk St.,Sharon,MA,2067,,5,3,3100,118,54450,Deborah Piazza,Coldwell Banker Residential Brokerage - Sharon,(781) 784-3313,Call List Agent,"Must-see BEAUTIFUL & IMPECCABLY-maintained home. Configured for two-family living can be EASILY converted for single-family use. Set on a cul-de-sac w/AMAZING curb appeal & overflowing w/CHARM...very TRANSITIONAL layout with many updates. AMAZING back deck overlooking LARGE PRIVATE WOODED lot provides ample space for outdoor entertaining. Downstairs unit includes foyer/mudrm w/built-ins & CERAMIC TILE, 2 bedrooms, 2 full baths w/KOHLER toilets, updated counters & ceramic tile floors, family room w/brick FIREPLACE & ample NATURAL LIGHT, dining room w/lg BAY WINDOW, eat-in Kitchen w/BEAUTIFUL QUARTZ counters, lots of cabinets; living room, study w/wide-plank floors throughout & laundry. Upstairs FULLY RENOVATED unit w/NEW floors & paint... includes master bedroom w/LG WALK-IN closet, & 2 add'l bedrooms & 1 bath on 2 floors, eat-in kitchen overlooking backyard, OPEN family room, office, & laundry hook-ups. Close to all & in the BLUE RIBBON AWARD winning Heights Elementary school district!",,,0,,,HEIGHTS,SHARON,SHARON,,MF,Mohawk St.,65,65,http://media.mlspin.com/photo.aspx?mls=72276180
1642,72276224,CTG,160000,,1/31/2018,,,19,11,364 Main St,Oxford,MA,1540,,4,1.5,2408,111,32670,Danielle Therrien,Its My Real Estate,(508) 306-1228,Schedule with ShowingTime or call 888-627-2775,"Are you looking for an investment? Look no further! LARGE two unit property in convenient location close to highways, shopping, and the new plaza! The place needs work, but well worth the time. Take advantage of a great market today!",,,0,,,,,,,MF,Main St,364,364,http://media.mlspin.com/photo.aspx?mls=72276224
1643,72276291,ACT,504900,,1/31/2018,,,13,,6 Sanford St,Medway,MA,2053,,5,3.5,4056,218,14375,Rob Daly,Realty Executives Boston West,(508) 879-0660,Schedule with ShowingTime or call 888-627-2775,"Discover this extraordinary and elegant 3 family home located in the heart of Medway Village! This vintage home has been in the same family for over 70 years!  The main apt has over 2,000 sq. ft. of living space. Much of the original charm of wide moldings, hardwood floors and high ceilings remain.  The formal front foyer with curved staircase harkens back to a bygone era.  Utilities for the 3 units are separate with natural gas the fuel source for the heat and hot water.  The detached two-car garage is an added benefit for the occupants of the large apartment.  Do not miss the spacious walk-up attic and huge basement.  Call today for a private showing.",,,2,,,,,Medway,,MF,Sanford St,6,6,http://media.mlspin.com/photo.aspx?mls=72276291
1644,72276301,ACT,1475000,,1/31/2018,,,19,,"1,2,3 Saint James Pl",Boston,MA,2119,Roxbury's Fort Hill,12,4.5,3750,98,2172,Nicholas Spagnola,Spagnola Real Estate,(781) 241-3355,"Accompanied Showings, Appointment Required","PACKAGE DEAL******3 ATTACHED SINGLE FAMILY HOMES IN PRIME LOCATION! Calling all investors. This is much better than a 3 FAM! All Renovated 2 years ago and currently rented. Rents will go up in September. Units feature good sized bedrooms, living room, renovated kitchen with granite counters, stainless steel appliances, beautiful oak hardwood floors throughout, finished basements with half baths. All (3) single family homes have separate electric and heat throughout, tenants pay utilities. Current gross annual rent is approx $107,400. Leased throughout 8/31/2018! Prime location, easy access to Dudley Square, Roxbury Crossing, Jamaica Plain and major transportation routes.",,,0,,,,,,,MF,Saint James Pl,"1,2,3","1,2,3",http://media.mlspin.com/photo.aspx?mls=72276301
1645,72276341,CTG,159900,,1/31/2018,,,19,9,42 Division St,New Bedford,MA,2744,,5,3,1913,134,5096,Eddie J. Lopez,RE/MAX Vantage,(508) 999-4424,Call List Agent,"Attention investors and owner occupants- Very well maintained 3 family home close to shopping, restaurants, banks, parks, and more. Recent roof, vinyl and windows. Cabinetry, flooring and bathrooms have been upgraded. Home also features off-street parking and a great size backyard.",,,0,,,,,,,MF,Division St,42,42,http://media.mlspin.com/photo.aspx?mls=72276341
1646,72276348,ACT,229900,,1/31/2018,,,19,,59-61 Prospect Ave,Yarmouth,MA,2673,West Yarmouth,2,2,576,44,10019,Juan Marichal,"Seaport Village Realty, Inc.",(508) 771-1994,"Call List Agent, Appointment Required","Turn key ready multifamily property with tenants in place, great for investor or summer rental property.",,,0,,,,,,,MF,Prospect Ave,5961,59-61,http://media.mlspin.com/photo.aspx?mls=72276348
1647,72276358,CTG,259000,,1/31/2018,,,19,12,146 Shawmut St.,Fall River,MA,2720,,5,3,2150,118,3789,Duckworth Realty Group,Keller Williams Realty of Newport,(401) 845-9200,"Accompanied Showings, Appointment Required, Sign, Pets on Premises, Other (See Special Showing Instructions)","Fully Rented 3-Family Home with Expansion Possibilities! Great Investment Opportunity Close Proximity to Charlton Hospital, Minutes to the Highway, and all Area Amenities.  This Property Features well Maintained Units, Newer Hot Water Tanks, Separate Utilities, Hardwoods, Washer/Dryer Hookups, Off-Street Parking, & Fenced Yard.  1st Floor offers a Large Unit with 3 Bedrooms and Double Parlor.  2nd Floor Offers 2 One Bedroom Units with Possible Expansion into Large Walk-Up Attic.  Call Today to Schedule a Viewing!",,,0,,,Mary Fonseca,Matthew Kuss,Durfee,,MF,Shawmut St.,146,146,http://media.mlspin.com/photo.aspx?mls=72276358
1648,72276360,ACT,179900,,1/31/2018,,,19,,40-42 High St,Barre,MA,1074,South Barre ,4,2.5,2436,108,5809,Ryan Cormier,Prospective Realty INC,(508) 633-2288,"Lock Box, Go Direct, Appointment Required, Schedule with ShowingTime or call 888-627-2775","First time on the market in over 50 years. This is the perfect two-family investment property for an owner-occupied individual or a great add to an investment portfolio. As a side by side multi-family, you won't have to worry about complaints from either tenants about noise from above or below you. This home is situated on a corner lot in a small neighbor with a huge park just a short walk around the block. The owner has done many upgrades over the last 10 years including New Roof, New Windows, New Insulation In The Attic, and New Electrical. One side is currently occupied with a long-term tenant and the other side is vacant and ready to move into or rent out. Both apartments have a large open concept living room with 2 bedrooms upstairs. There is an additional room in each unit that has been used in the past as a small bedroom, and office space, and/or a small storage room. Both units have their own separate unfinished basements with plenty of space for storage.",,,0,,,Ruggles Lane,Quabbin Reg,Quabbin Reg,,MF,High St,4042,40-42,http://media.mlspin.com/photo.aspx?mls=72276360
1649,72276362,CTG,399900,,1/31/2018,,,452,5,25 Clifton Ave,Lynn,MA,1902,,6,3,2904,118,13190,Philip & Hrono Partners,EXIT Realty Beatrice Associates,(617) 764-5601,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Huge 3 family home on extra large !! Unique configuration and tremendous potential, waiting for your creative improvement ideas!!",,,0,,,,,,,MF,Clifton Ave,25,25,http://media.mlspin.com/photo.aspx?mls=72276362
1650,72276378,ACT,350000,,1/31/2018,,,19,,2597-2599 Boston Rd,Wilbraham,MA,1095,,3,2,880,105,65340,Carl Perella,Perella Real Estate,(413) 525-9800,Call List Office,"375 FT of frontage on Boston road (rt 20) two houses on the waterfront with boating access on nine mile pond.This is a opportunity to own a 1.5 acre partial with income potential and also condo units were planned in the past.Property abutting is also for sale  for 650,000 .80 acres full service restaurant.",,,0,,,,,,,MF,Boston Rd,25972599,2597-2599,http://media.mlspin.com/photo.aspx?mls=72276378
1651,72276404,ACT,259000,,1/30/2018,,,20,,21 Westminster St,Worcester,MA,1605,,12,4,5820,118,4707,Brian O'Neil,RE/MAX Advantage 1,(508) 757-4200,Call List Agent,"Large 4 family on corner lot off Lincoln St. 6 rooms, 3 bedrooms in each unit. Sold as is. Being sold through online auction. Contact listing agent for details.",,,0,,,,,,,MF,Westminster St,21,21,http://media.mlspin.com/photo.aspx?mls=72276404
1652,72276452,CTG,499000,,1/31/2018,,,19,7,73 Goodridge St,Lynn,MA,1902,,5,3,2372,93,3533,Nicholson Cantave,"Cantave Realty Group, Inc.",(781) 725-2172,"Lock Box, Other (See Special Showing Instructions)","HIGHEST AND BEST DUE BY 2/6/18 5PM!!  Spectacular move in condition two family ready for occupancy!!!!! Property features, new roof, updated plumbing and electrical, refinished wood floors, new carpet, new custom kitchen in owners unit, new appliances, new bathroom, new copper water line and new fencing which makes your outdoor experiences very private. Private drive way in which could accommodate more then 5 vehicles, nicely landscaped yard and more... Come tour this amazingly spacious 2 family this weekend at our 1st OPEN HOUSE THIS SATURDAY FEB 3RD 12:30-2PM!!!..WILL NOT LAST!!",,,0,,,,,,,MF,Goodridge St,73,73,http://media.mlspin.com/photo.aspx?mls=72276452
1653,72276486,ACT,179900,,02/01/2018,,,18,,132 Davis St,Greenfield,MA,1301,,8,4,3549,143,4356,Michael P Mendyk,Michael Mendyk Real Estate,(413) 247-9004,"Call List Office, Call List Agent, Lock Box, Appointment Required, Sign","Remarkable potential to complete this 4 unit building abutting Greenfield’s new Senior Center. Each unit offers 4 rooms, 2 bedrooms, and a full bath. All the hard work is done. Basement dug out for headroom with concrete floor. Basement walls stuccoed, to help prevent seepage. New Water and sewer line to building. Five new electrical services to building with panel boxes in apartments. New Roof on entire building. Mostly new windows with molded j-channels. All new fiberglass exterior doors included with sale. All new first and second floor floor systems. One piece tub/shower units in place. Building has been mostly reframed and ready for sub contractors. New three floor fire escape with metal treads. Great opportunity for a contractor. Walk to town center.",,,0,,,,,Greenfield,,MF,Davis St,132,132,http://media.mlspin.com/photo.aspx?mls=72276486
1654,72276491,ACT,595000,,02/01/2018,,,18,,103 NORTH MAIN ST.,Webster,MA,1570,,6,4,4512,108,6648,Andrzej Bzura,Top Notch Realty,(508) 864-3567,"Call List Agent, Accompanied Showings, Appointment Required","GREAT INVESTMENT!  This is a rare find, turn key operation - Mixed use large Comm / Res property with the Business  / Restaurant / Bar on the first floor with the full walk out basement for storage and three very nice  apartments above it.   Great investment and/or perfect for an owner to occupy.   $4,600 / monthly rental  income from 4 units plus Business  / Restaurant / Bar with a full Liquor License, Mass Lottery / KENO License and Restaurant License.  Great tenants.  You can run your business, lease it or sell it and still own great property,  or you can keep the Restaurant part and sell the Liquor License and Mass Lottery / KENO License, possibilities are endless...   $55,200 / annual rental income alone pays for the property in less than 11 years!  New roof among many other things.  Beautiful, clean,  spacious apartments and two bay detached garage.  Also see the MLS # 72273007 for the Business  / Restaurant / Bar details.",,,2,,,,,Bartlet HS,,MF,NORTH MAIN ST.,103,103,http://media.mlspin.com/photo.aspx?mls=72276491
1655,72276536,CTG,134900,,02/01/2018,,,18,12,18-20 Batavia St,Springfield,MA,1109,,7,3,2818,94,4988,Derek Fergus,Western Mass Realty,(413) 949-3877,"Call List Agent, Lock Box","ATTN INVESTORS OR OWNER OCCUPANTS: Large 2 Family with immediate cash flow. GREAT LOCATION w access to highway and public transportation downtown.  1st floor has been renovated with fresh paint, floors and new bathroom. 1st floor apartment has 3 bedrooms, eat in kitchen, living room and dinning room, new bath and kitchen flooring.  2nd & 3rd floor apartment boasts 4 or 5 bedrooms currently rented out at $1500 per month.  2nd level has 3 bedrooms, eat in kitchen, living and dining room, full bath.  3rd floor has 1 or 2 more bedrooms with 3/4 bath.  Big driveway for 6 cars, fenced in side and backyard.  Front porches to enjoy.  Newer roof(2012 apo), many insulated replacement windows, gas heat and hot water, full basement for storage,  laundry hookups in basement and 1st floor unit.",,,0,,,,,,,MF,Batavia St,1820,18-20,http://media.mlspin.com/photo.aspx?mls=72276536
1656,72276571,ACT,123999,,02/01/2018,,,110,,166 Quincy St,Springfield,MA,1109,,8,3,2688,120,4177,The Daniele  Company,"Rovithis Realty, LLC",(413) 271-1180,"Lock Box, Go Direct, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Investors take notice!  Certified lead treated 2 family home has been very well maintained with de-leading certificates in hand. MAJOR IMPROVEMENTS such as replacement of both Gas furnaces, both hot water tanks,  and both electrical panels. Additional upgrades and major improvements include white vinyl windows and vinyl siding. First floor unit features 3 bedrooms, full bath, eat in kitchen with walk in pantry, and a large sized living and dining room.  Second unit is a combo with 2nd and 3rd floors with 5 bedrooms, 2 full baths, eat in kitchen, pantry and plenty of other space.  Private,fenced in back yard.  Also ideal for an owner occupant, looking to have someone else pay the mortgage.  Centrally located to all amenities, this property is perfect for college students and is with in walking distance to  STCC and Springfield College and a short drive to WNEU and AIC.  Schedule your private showing today and make this great place yours!",,,0,,,,,,,MF,Quincy St,166,166,http://media.mlspin.com/photo.aspx?mls=72276571
1657,72276575,ACT,579100,,02/01/2018,,,82,,40 Clark St,Malden,MA,2148,,4,4,2523,118,2152,David Torres,"Real Home Services and Solutions, Inc.",(888) 876-3372,"Lock Box, Go Direct","Multi-family 4 bedroom home located in Dudley, MA with approximately 2523 square feet of living space that sits on approximately 2152 lot size. Property features include full basement. This might be your dream home!",,,0,,,,,,,MF,Clark St,40,40,http://media.mlspin.com/photo.aspx?mls=72276575
1658,72276640,ACT,2500000,,02/01/2018,,,18,,815 East Broadway,Boston,MA,2127,South Boston,4,3.5,3455,128,0,Marcella Sliney,RE/MAX Realty Plus,(617) 268-5100,"Call List Agent, Accompanied Showings, Appointment Required","Rare opportunity to own 1890's brownstone directly across from historic park. This exceedingly well located property offers the opportunity to design and renovate or move right in and enjoy. First floor includes large front room with potential as second bedroom; large master bedroom; sunroom leading to deck with yard and parking; full bath and laundry room; hardwood floors. Second floor with high ceilings, fireplaces, large windows, hardwood floors, provides living room, dining room, kitchen and half-bath.  Third floor large sun drenched one bedroom unit with fireplaces and water views. Third floor unit is a cozy one bedroom with fireplaces and waterviews. This is a legal three family. Centrally located near Design Center, Seaport, on major bus routes to Downtown, Back Bay.  Easy access to Logan Airport and all major highways. Within blocks of restaurants/shops and Castle Island for walking and biking.",,,0,,,,,,,MF,East Broadway,815,815,http://media.mlspin.com/photo.aspx?mls=72276640
1659,72276642,CTG,499900,,02/01/2018,,,18,9,25 Somerset Place,Brockton,MA,2301,,10,3,4400,114,6621,Expert REALTOR® Advisors Team,EXIT Premier Real Estate,(781) 270-4770,"Lock Box, Appointment Required, Schedule with ShowingTime or call 888-627-2775","BROCKTON LARGER THAN LIFE DELEADED 3 FAMILY with over 4000 Sq Feet of Living Space 18 RMS, 10 BEDRMS, & 3 BATHS. PLUS A WORKSHOP/GARAGE. PERFECT FOR AN OWNER OCCUPANT or INVESTOR! The First Floor has been completely Renovated and is in Move-In-Ready Condition. Features include, A NEW CABINET KITCHEN with GRANITE COUNTER TOP, TILED BATHROOM, HARDWOOD FLOORS, A FORMAL DINNING ROOM, & PLENTY OF CLOSET SPACE. COME SEE HOW YOUR HOME COULD LOOK! THE 1ST FLOOR IS STAGED FOR YOUR VIEWING PLEASURE SO COME & ENJOY!",,,1,,,Arnone,West Jr High,Brockton High S,,MF,Somerset Place,25,25,http://media.mlspin.com/photo.aspx?mls=72276642
1660,72276678,CTG,209000,,1/16/2018,,,34,29,117 Pleasant St,New Bedford,MA,2740,,9,3,2294,108,1480,John Long,Keller Williams Realty of Newport,(401) 845-9200,--,,,,0,,,,,,,MF,Pleasant St,117,117,http://media.mlspin.com/photo.aspx?mls=72276678
1661,72276699,ACT,479000,,02/01/2018,,,18,,143 Westford St,Lowell,MA,1851,,5,5,4075,98,8852,Thomas King,"First Team Realty, LLC",(978) 250-1900,"Call List Agent, Accompanied Showings, Appointment Required","Income producing property with off Street parking   An ideal location that is close to the T-station, highways, downtown, and everything else Lowell has to offer!",,,5,,,,,,,MF,Westford St,143,143,http://media.mlspin.com/photo.aspx?mls=72276699
1662,72276768,ACT,589500,,02/01/2018,,,18,,304 A & B Still River Road,Harvard,MA,1451,,4,3,4080,75,126324,Justin Smith,Keller Williams Realty-Merrimack,(978) 692-3280,Call List Agent,"Rare opportunity to own this Still River Village GEM! Legal 2 family located on 2.9 acres of recently cleared pastoral land with beautiful sunsets & mountain views. Great cash flow for the savvy investor or live in one side and help pay your mortgage each month with the rental income. Perfect for downsizing, this home offers the floor plan you are looking for, but can't seem to find. Unit A (left side) offers 2 beds up, large front to back living room, dining room, office nook, large sun porch, deck. Huge finished basement with 9' ceilings, 2nd full bath, bonus space which is prepped for a kitchenette,1 car garage. Unit B (right side) offers 2 beds up, front to back living room, EIK, laundry room, large finished basement. Owner investor also has the option to build a large barn or outbuilding in the front of the property for more rental income. 180 trees were cleared recently & a new 4 bed septic was just installed. Entire lot has been re graded. Both units are currently occupied.",,,1,,,Hildreth,Bromfield,Bromfield,,MF,Still River Road,304,304 A & B,http://media.mlspin.com/photo.aspx?mls=72276768
